id,burnout,control,coping,teaching,research,pastoral
edqj,Not burnt out,12.352941176470589,33.587786259541986,65.45454545454545,70.83333333333334,55.55555555555556
vftj,Not burnt out,10.588235294117647,57.25190839694656,70.9090909090909,70.83333333333334,50
fqyj,Not burnt out,10.588235294117647,38.16793893129771,70.9090909090909,41.66666666666667,70.37037037037037
uxku,Not burnt out,9.411764705882353,22.900763358778626,50.90909090909091,89.58333333333334,55.55555555555556
jyet,Not burnt out,10,15.267175572519085,58.18181818181818,83.33333333333334,66.66666666666666
rdnq,Not burnt out,10.588235294117647,22.137404580152673,49.09090909090909,62.5,68.51851851851852
wdbw,Not burnt out,37.64705882352941,29.00763358778626,87.27272727272727,64.58333333333334,48.148148148148145
dbxk,Not burnt out,29.411764705882355,29.770992366412212,65.45454545454545,50,79.62962962962963
jkjx,Not burnt out,9.411764705882353,30.53435114503817,43.63636363636363,79.16666666666666,42.592592592592595
wvur,Not burnt out,12.941176470588237,17.557251908396946,50.90909090909091,75,61.111111111111114
efcm,Not burnt out,9.411764705882353,14.50381679389313,58.18181818181818,52.083333333333336,61.111111111111114
stpg,Not burnt out,20.588235294117645,15.267175572519085,49.09090909090909,79.16666666666666,53.70370370370371
qnio,Not burnt out,15.88235294117647,18.3206106870229,54.54545454545454,72.91666666666666,53.70370370370371
nqxn,Not burnt out,14.117647058823529,16.030534351145036,45.45454545454545,56.25,68.51851851851852
usxb,Not burnt out,10,22.900763358778626,65.45454545454545,87.5,81.48148148148148
xyki,Not burnt out,15.294117647058824,70.99236641221374,92.72727272727272,52.083333333333336,57.407407407407405
hbcc,Not burnt out,20,35.87786259541985,76.36363636363637,68.75,62.96296296296296
mutx,Not burnt out,14.117647058823529,45.038167938931295,69.0909090909091,58.333333333333336,75.92592592592592
mkmg,Not burnt out,17.058823529411764,14.50381679389313,50.90909090909091,50,33.33333333333333
qkrn,Not burnt out,17.647058823529413,32.82442748091603,63.63636363636363,47.91666666666667,85.18518518518519
cpiy,Not burnt out,32.35294117647059,12.977099236641221,60,47.91666666666667,50
lwoc,Not burnt out,44.70588235294118,19.083969465648856,54.54545454545454,62.5,27.77777777777778
tyoo,Not burnt out,16.470588235294116,14.50381679389313,47.27272727272727,83.33333333333334,64.81481481481481
ytmv,Not burnt out,12.941176470588237,39.69465648854962,54.54545454545454,81.25,40.74074074074074
xfup,Not burnt out,11.176470588235295,16.793893129770993,67.27272727272727,47.91666666666667,83.33333333333334
ikrc,Not burnt out,27.058823529411764,22.137404580152673,76.36363636363637,39.58333333333333,53.70370370370371
mgma,Not burnt out,17.058823529411764,29.00763358778626,63.63636363636363,62.5,50
gfmn,Not burnt out,35.88235294117647,21.374045801526716,56.36363636363636,64.58333333333334,35.18518518518518
iyxw,Not burnt out,12.352941176470589,29.00763358778626,50.90909090909091,43.75,29.629629629629626
jhsv,Not burnt out,17.647058823529413,52.67175572519084,72.72727272727273,43.75,64.81481481481481
nrbx,Not burnt out,16.470588235294116,16.030534351145036,56.36363636363636,66.66666666666666,51.85185185185185
sfyn,Not burnt out,20,31.297709923664126,54.54545454545454,52.083333333333336,55.55555555555556
ugbn,Not burnt out,11.76470588235294,19.083969465648856,49.09090909090909,52.083333333333336,61.111111111111114
tofs,Not burnt out,14.705882352941178,16.030534351145036,40,64.58333333333334,59.25925925925925
spfo,Not burnt out,12.941176470588237,19.84732824427481,49.09090909090909,56.25,61.111111111111114
kocr,Not burnt out,13.529411764705882,25.190839694656486,45.45454545454545,100,46.2962962962963
rfvo,Not burnt out,24.705882352941178,16.030534351145036,60,89.58333333333334,59.25925925925925
uwwd,Not burnt out,11.176470588235295,20.610687022900763,34.54545454545455,72.91666666666666,35.18518518518518
lqlx,Not burnt out,16.470588235294116,16.030534351145036,60,52.083333333333336,59.25925925925925
vewg,Not burnt out,37.64705882352941,12.977099236641221,54.54545454545454,58.333333333333336,53.70370370370371
ovjo,Not burnt out,15.294117647058824,18.3206106870229,58.18181818181818,37.5,59.25925925925925
hklf,Not burnt out,12.941176470588237,19.84732824427481,36.36363636363637,75,55.55555555555556
btuw,Not burnt out,73.52941176470588,6.870229007633588,69.0909090909091,77.08333333333334,51.85185185185185
thya,Not burnt out,16.470588235294116,16.793893129770993,45.45454545454545,58.333333333333336,37.03703703703704
ukps,Not burnt out,21.176470588235293,16.030534351145036,54.54545454545454,81.25,50
vuyh,Not burnt out,11.176470588235295,26.717557251908396,47.27272727272727,68.75,50
eoyk,Not burnt out,29.411764705882355,16.793893129770993,56.36363636363636,52.083333333333336,48.148148148148145
hrbg,Not burnt out,21.764705882352942,28.24427480916031,56.36363636363636,68.75,37.03703703703704
hmyi,Not burnt out,32.35294117647059,25.190839694656486,70.9090909090909,60.416666666666664,66.66666666666666
bogu,Not burnt out,20.588235294117645,19.083969465648856,58.18181818181818,47.91666666666667,46.2962962962963
xivv,Not burnt out,13.529411764705882,19.84732824427481,60,56.25,62.96296296296296
crib,Not burnt out,25.294117647058822,20.610687022900763,47.27272727272727,77.08333333333334,59.25925925925925
kkvo,Not burnt out,12.941176470588237,48.091603053435115,61.81818181818181,27.083333333333332,66.66666666666666
haki,Not burnt out,14.117647058823529,53.43511450381679,81.81818181818183,50,77.77777777777779
qjea,Not burnt out,14.705882352941178,18.3206106870229,43.63636363636363,62.5,61.111111111111114
wspn,Not burnt out,14.705882352941178,19.083969465648856,49.09090909090909,54.166666666666664,48.148148148148145
vtxs,Not burnt out,11.76470588235294,21.374045801526716,43.63636363636363,64.58333333333334,70.37037037037037
wuae,Not burnt out,38.82352941176471,14.50381679389313,63.63636363636363,47.91666666666667,50
fcog,Not burnt out,12.352941176470589,22.137404580152673,56.36363636363636,33.33333333333333,62.96296296296296
qipc,Not burnt out,65.29411764705883,11.450381679389313,63.63636363636363,45.83333333333333,50
xdit,Burnt out,12.941176470588237,21.374045801526716,45.45454545454545,52.083333333333336,61.111111111111114
cnpd,Burnt out,22.35294117647059,28.24427480916031,54.54545454545454,52.083333333333336,57.407407407407405
cnmd,Burnt out,14.705882352941178,33.587786259541986,61.81818181818181,64.58333333333334,53.70370370370371
mhom,Burnt out,14.705882352941178,20.610687022900763,49.09090909090909,35.41666666666667,55.55555555555556
jdre,Burnt out,22.35294117647059,17.557251908396946,63.63636363636363,64.58333333333334,68.51851851851852
iyij,Burnt out,12.941176470588237,19.84732824427481,47.27272727272727,50,42.592592592592595
gwau,Burnt out,12.941176470588237,24.427480916030532,72.72727272727273,85.41666666666666,57.407407407407405
xfmf,Burnt out,14.117647058823529,19.84732824427481,45.45454545454545,68.75,53.70370370370371
qomd,Burnt out,11.76470588235294,37.404580152671755,67.27272727272727,54.166666666666664,50
crjp,Burnt out,30.58823529411765,19.84732824427481,50.90909090909091,77.08333333333334,51.85185185185185
ulfe,Burnt out,14.705882352941178,19.84732824427481,41.81818181818181,45.83333333333333,46.2962962962963
uenk,Burnt out,27.647058823529413,17.557251908396946,67.27272727272727,85.41666666666666,77.77777777777779
vipc,Burnt out,13.529411764705882,30.53435114503817,54.54545454545454,81.25,50
qxme,Burnt out,14.117647058823529,61.06870229007634,74.54545454545455,75,59.25925925925925
xpsg,Burnt out,19.411764705882355,22.900763358778626,56.36363636363636,79.16666666666666,44.44444444444444
ulwf,Burnt out,24.705882352941178,20.610687022900763,56.36363636363636,83.33333333333334,31.48148148148148
ogoj,Burnt out,20,21.374045801526716,54.54545454545454,58.333333333333336,68.51851851851852
xufo,Burnt out,21.764705882352942,35.11450381679389,69.0909090909091,68.75,61.111111111111114
oqsf,Burnt out,15.294117647058824,26.717557251908396,45.45454545454545,62.5,44.44444444444444
abcc,Burnt out,13.529411764705882,25.190839694656486,60,62.5,66.66666666666666
ssrd,Burnt out,24.705882352941178,35.87786259541985,70.9090909090909,37.5,70.37037037037037
kpud,Burnt out,14.705882352941178,24.427480916030532,49.09090909090909,64.58333333333334,50
mxga,Burnt out,45.88235294117647,17.557251908396946,49.09090909090909,29.166666666666668,48.148148148148145
nwbq,Burnt out,27.647058823529413,22.137404580152673,50.90909090909091,72.91666666666666,37.03703703703704
itme,Burnt out,40,32.06106870229007,70.9090909090909,66.66666666666666,62.96296296296296
iqut,Burnt out,18.823529411764707,32.82442748091603,65.45454545454545,52.083333333333336,66.66666666666666
muwm,Burnt out,14.705882352941178,22.900763358778626,38.18181818181819,83.33333333333334,46.2962962962963
jsbk,Burnt out,14.117647058823529,22.900763358778626,49.09090909090909,56.25,72.22222222222221
gllh,Burnt out,15.294117647058824,30.53435114503817,49.09090909090909,45.83333333333333,64.81481481481481
okxq,Burnt out,15.294117647058824,29.770992366412212,52.72727272727272,68.75,61.111111111111114
ihbm,Burnt out,41.76470588235294,16.793893129770993,65.45454545454545,52.083333333333336,62.96296296296296
tbyt,Burnt out,14.117647058823529,25.190839694656486,45.45454545454545,60.416666666666664,66.66666666666666
dxhr,Burnt out,21.176470588235293,25.190839694656486,58.18181818181818,68.75,66.66666666666666
gndb,Burnt out,14.117647058823529,45.80152671755725,63.63636363636363,58.333333333333336,53.70370370370371
mrxt,Burnt out,48.23529411764706,51.14503816793893,98.18181818181819,54.166666666666664,64.81481481481481
dwfo,Burnt out,35.88235294117647,32.06106870229007,80,56.25,59.25925925925925
monm,Burnt out,23.52941176470588,38.93129770992366,76.36363636363637,52.083333333333336,55.55555555555556
aloa,Burnt out,20.588235294117645,48.854961832061065,54.54545454545454,41.66666666666667,51.85185185185185
adji,Burnt out,16.470588235294116,22.900763358778626,54.54545454545454,54.166666666666664,37.03703703703704
sdby,Burnt out,16.470588235294116,24.427480916030532,58.18181818181818,52.083333333333336,50
tocb,Burnt out,21.764705882352942,23.66412213740458,67.27272727272727,56.25,85.18518518518519
ycyb,Burnt out,17.647058823529413,41.221374045801525,65.45454545454545,45.83333333333333,55.55555555555556
yirw,Burnt out,18.235294117647058,22.900763358778626,54.54545454545454,66.66666666666666,44.44444444444444
nsso,Burnt out,19.411764705882355,25.954198473282442,43.63636363636363,70.83333333333334,48.148148148148145
qfxy,Burnt out,17.058823529411764,22.900763358778626,52.72727272727272,95.83333333333334,53.70370370370371
ldes,Burnt out,15.294117647058824,41.221374045801525,60,58.333333333333336,46.2962962962963
lxkt,Burnt out,20.588235294117645,38.16793893129771,41.81818181818181,66.66666666666666,46.2962962962963
alai,Burnt out,15.294117647058824,29.00763358778626,61.81818181818181,45.83333333333333,55.55555555555556
xbyf,Burnt out,15.88235294117647,24.427480916030532,40,47.91666666666667,46.2962962962963
uvcl,Burnt out,15.294117647058824,35.87786259541985,61.81818181818181,72.91666666666666,68.51851851851852
yeev,Burnt out,34.705882352941174,22.900763358778626,56.36363636363636,54.166666666666664,53.70370370370371
crhq,Burnt out,15.88235294117647,24.427480916030532,52.72727272727272,41.66666666666667,64.81481481481481
dnek,Burnt out,21.764705882352942,25.954198473282442,58.18181818181818,39.58333333333333,62.96296296296296
nibq,Burnt out,21.764705882352942,25.190839694656486,61.81818181818181,60.416666666666664,68.51851851851852
kvqq,Burnt out,17.058823529411764,27.480916030534353,50.90909090909091,62.5,50
oqjc,Burnt out,15.88235294117647,39.69465648854962,49.09090909090909,62.5,38.88888888888889
okkt,Burnt out,29.411764705882355,46.56488549618321,72.72727272727273,62.5,57.407407407407405
pitf,Burnt out,18.235294117647058,37.404580152671755,50.90909090909091,64.58333333333334,29.629629629629626
mudd,Burnt out,22.941176470588236,25.190839694656486,52.72727272727272,64.58333333333334,61.111111111111114
ssde,Burnt out,21.176470588235293,26.717557251908396,56.36363636363636,79.16666666666666,53.70370370370371
oiio,Burnt out,17.647058823529413,27.480916030534353,52.72727272727272,47.91666666666667,53.70370370370371
dxbk,Burnt out,26.47058823529412,26.717557251908396,40,68.75,37.03703703703704
yuti,Burnt out,26.47058823529412,29.00763358778626,54.54545454545454,47.91666666666667,48.148148148148145
yfko,Burnt out,50,41.98473282442748,72.72727272727273,31.25,59.25925925925925
gins,Burnt out,18.823529411764707,49.61832061068702,74.54545454545455,70.83333333333334,92.5925925925926
rylw,Burnt out,25.294117647058822,47.32824427480916,72.72727272727273,75,83.33333333333334
gmnn,Burnt out,18.235294117647058,35.11450381679389,49.09090909090909,54.166666666666664,40.74074074074074
qrqq,Burnt out,28.235294117647058,48.854961832061065,61.81818181818181,64.58333333333334,74.07407407407408
cibx,Burnt out,24.705882352941178,52.67175572519084,80,43.75,59.25925925925925
kytd,Burnt out,19.411764705882355,29.00763358778626,61.81818181818181,81.25,64.81481481481481
jkxd,Burnt out,18.823529411764707,38.93129770992366,63.63636363636363,56.25,74.07407407407408
yhgy,Burnt out,22.35294117647059,30.53435114503817,47.27272727272727,72.91666666666666,42.592592592592595
cqpq,Burnt out,21.764705882352942,45.038167938931295,74.54545454545455,68.75,68.51851851851852
otdj,Burnt out,19.411764705882355,35.11450381679389,49.09090909090909,70.83333333333334,70.37037037037037
dtwm,Burnt out,38.23529411764706,34.35114503816794,61.81818181818181,68.75,61.111111111111114
xclg,Burnt out,24.705882352941178,47.32824427480916,72.72727272727273,45.83333333333333,51.85185185185185
rqbe,Burnt out,20,35.87786259541985,56.36363636363636,79.16666666666666,59.25925925925925
dtrs,Burnt out,29.411764705882355,55.72519083969466,85.45454545454545,64.58333333333334,68.51851851851852
lltt,Burnt out,39.411764705882355,40.458015267175576,72.72727272727273,43.75,66.66666666666666
xtbc,Burnt out,25.294117647058822,72.51908396946564,74.54545454545455,45.83333333333333,68.51851851851852
cvnu,Burnt out,20,36.6412213740458,56.36363636363636,87.5,62.96296296296296
jvbq,Burnt out,28.235294117647058,45.80152671755725,41.81818181818181,50,29.629629629629626
kapl,Burnt out,25.882352941176475,41.98473282442748,60,29.166666666666668,38.88888888888889
vgbg,Burnt out,21.764705882352942,38.93129770992366,61.81818181818181,91.66666666666666,68.51851851851852
nkfv,Burnt out,28.235294117647058,35.11450381679389,54.54545454545454,47.91666666666667,61.111111111111114
qoit,Burnt out,22.35294117647059,48.091603053435115,72.72727272727273,68.75,64.81481481481481
ghpo,Burnt out,47.647058823529406,30.53435114503817,58.18181818181818,31.25,62.96296296296296
umty,Burnt out,21.764705882352942,58.01526717557252,74.54545454545455,56.25,68.51851851851852
kyuk,Burnt out,21.764705882352942,45.038167938931295,50.90909090909091,45.83333333333333,62.96296296296296
aaon,Burnt out,24.11764705882353,47.32824427480916,61.81818181818181,52.083333333333336,68.51851851851852
ugdy,Burnt out,22.35294117647059,66.41221374045801,76.36363636363637,58.333333333333336,75.92592592592592
qohb,Burnt out,34.11764705882353,35.11450381679389,49.09090909090909,70.83333333333334,51.85185185185185
ajwu,Burnt out,22.941176470588236,50.38167938931297,69.0909090909091,72.91666666666666,66.66666666666666
ctbu,Burnt out,35.88235294117647,36.6412213740458,54.54545454545454,64.58333333333334,72.22222222222221
uphc,Burnt out,23.52941176470588,41.221374045801525,60,68.75,57.407407407407405
bcsm,Burnt out,30,38.16793893129771,49.09090909090909,47.91666666666667,38.88888888888889
slvv,Burnt out,30,38.16793893129771,58.18181818181818,58.333333333333336,61.111111111111114
kder,Burnt out,42.94117647058823,39.69465648854962,94.54545454545455,60.416666666666664,87.03703703703704
excq,Burnt out,27.058823529411764,38.93129770992366,52.72727272727272,33.33333333333333,44.44444444444444
woni,Burnt out,24.11764705882353,57.25190839694656,87.27272727272727,41.66666666666667,62.96296296296296
swmg,Burnt out,24.705882352941178,38.93129770992366,63.63636363636363,72.91666666666666,72.22222222222221
xvre,Burnt out,43.529411764705884,54.961832061068705,72.72727272727273,31.25,68.51851851851852
ryyv,Burnt out,31.76470588235294,45.038167938931295,50.90909090909091,45.83333333333333,70.37037037037037
vqna,Burnt out,45.294117647058826,42.74809160305343,67.27272727272727,35.41666666666667,59.25925925925925
doue,Burnt out,32.94117647058823,56.48854961832062,61.81818181818181,45.83333333333333,55.55555555555556
unkg,Burnt out,27.647058823529413,70.99236641221374,85.45454545454545,75,64.81481481481481
mesx,Burnt out,27.058823529411764,48.854961832061065,61.81818181818181,33.33333333333333,75.92592592592592
qibv,Burnt out,30,51.14503816793893,78.18181818181819,47.91666666666667,66.66666666666666
aivp,Burnt out,28.823529411764703,55.72519083969466,45.45454545454545,52.083333333333336,38.88888888888889
shfi,Burnt out,31.176470588235293,92.36641221374046,92.72727272727272,45.83333333333333,100
acsm,Burnt out,31.176470588235293,53.43511450381679,61.81818181818181,62.5,62.96296296296296
brhn,Burnt out,31.176470588235293,83.20610687022901,74.54545454545455,35.41666666666667,87.03703703703704
avqk,Burnt out,32.94117647058823,67.93893129770993,65.45454545454545,41.66666666666667,79.62962962962963
qnlv,Burnt out,36.470588235294116,54.19847328244275,65.45454545454545,62.5,72.22222222222221
ghro,Burnt out,33.52941176470588,58.778625954198475,80,64.58333333333334,75.92592592592592
qbys,Burnt out,51.76470588235295,54.961832061068705,61.81818181818181,56.25,59.25925925925925
iane,Burnt out,35.294117647058826,56.48854961832062,85.45454545454545,72.91666666666666,94.44444444444444
ultr,Burnt out,70,58.01526717557252,76.36363636363637,64.58333333333334,94.44444444444444
uobh,Burnt out,61.76470588235294,81.67938931297711,94.54545454545455,81.25,96.29629629629629
