ticket_no,gender,day,hygiene
3277,Female,day2,NA
3278,Female,day2,NA
3279,Female,day2,NA
3281,Female,day2,NA
3282,Non-binary,day2,0.41
3284,Male,day2,0.76
3290,Female,day2,NA
3291,Male,day2,NA
3292,Male,day2,NA
3296,Non-binary,day2,NA
3306,Female,day2,0.55
3307,Male,day2,1.02
3308,Female,day2,NA
3309,Female,day2,NA
3310,Female,day2,NA
3311,Female,day2,NA
3312,Non-binary,day2,NA
3313,Female,day2,NA
3314,Female,day2,2.5
3315,Female,day2,NA
3316,Female,day2,0.32
3321,Female,day2,NA
3325,Male,day2,0.17
3326,Female,day2,0.2
3327,Male,day2,0.52
3328,Female,day2,NA
3329,Non-binary,day2,0.23
3338,Female,day2,NA
3340,Female,day2,0.52
3341,Female,day2,NA
3348,Female,day2,0.84
3349,Male,day2,0.26
3350,Female,day2,0.76
3351,Female,day2,0.85
3352,Female,day2,1.52
3363,Female,day2,NA
3365,Male,day2,NA
3366,Male,day2,NA
3367,Non-binary,day2,NA
3368,Female,day2,NA
3369,Male,day2,NA
3370,Female,day2,2.53
3371,Non-binary,day2,NA
3372,Female,day2,NA
3373,Male,day2,0.52
3374,Male,day2,3.35
3375,Non-binary,day2,NA
3376,Male,day2,NA
3377,Female,day2,NA
3378,Male,day2,NA
3379,Female,day2,NA
3380,Male,day2,1.08
3390,Female,day2,NA
3391,Female,day2,1.55
3392,Female,day2,1.97
3393,Male,day2,NA
3394,Female,day2,NA
3395,Female,day2,NA
3397,Female,day2,1.38
3398,Female,day2,NA
3407,Female,day2,NA
3411,Female,day2,NA
3412,Male,day2,NA
3413,Female,day2,NA
3416,Female,day2,NA
3418,Non-binary,day2,NA
3419,Male,day2,NA
3420,Female,day2,NA
3423,Male,day2,NA
3429,Female,day2,NA
3431,Male,day2,NA
3449,Female,day2,NA
3450,Female,day2,NA
3453,Male,day2,NA
3454,Female,day2,NA
3455,Non-binary,day2,NA
3456,Female,day2,NA
3457,Female,day2,NA
3458,Female,day2,NA
3460,Female,day2,NA
3461,Male,day2,NA
3464,Female,day2,NA
3467,Female,day2,0.97
3468,Female,day2,NA
3469,Female,day2,NA
3477,Male,day2,0.94
3480,Non-binary,day2,0.11
3483,Female,day2,NA
3490,Female,day2,0.82
3493,Male,day2,NA
3494,Female,day2,NA
3495,Male,day2,NA
3500,Female,day2,0.5
3501,Non-binary,day2,NA
3503,Male,day2,0.58
3510,Female,day2,NA
3511,Female,day2,0.14
3512,Female,day2,NA
3518,Male,day2,1.17
3519,Female,day2,0.44
3521,Female,day2,0.58
3522,Female,day2,NA
3523,Male,day2,NA
3524,Male,day2,NA
3525,Female,day2,NA
3526,Male,day2,NA
3536,Female,day2,NA
3539,Female,day2,NA
3540,Non-binary,day2,NA
3542,Female,day2,NA
3545,Female,day2,NA
3546,Male,day2,0.82
3551,Male,day2,NA
3557,Female,day2,NA
3565,Female,day2,0.76
3567,Male,day2,1.14
3568,Male,day2,0.17
3569,Female,day2,0.9
3570,Female,day2,NA
3571,Non-binary,day2,0.67
3572,Male,day2,0.38
3573,Female,day2,NA
3574,Male,day2,NA
3575,Non-binary,day2,NA
3576,Male,day2,NA
3577,Female,day2,NA
3586,Male,day2,NA
3587,Male,day2,NA
3588,Male,day2,NA
3593,Female,day2,0.35
3594,Non-binary,day2,NA
3595,Female,day2,NA
3596,Female,day2,NA
3597,Male,day2,NA
3598,Female,day2,NA
3599,Female,day2,NA
3600,Female,day2,NA
3601,Female,day2,NA
3602,Female,day2,NA
3603,Female,day2,NA
3605,Male,day2,NA
3606,Male,day2,NA
3607,Female,day2,NA
3609,Female,day2,NA
3610,Male,day2,0.2
3613,Female,day2,1.44
3614,Female,day2,0.91
3620,Female,day2,2.44
3621,Male,day2,NA
3622,Female,day2,NA
3625,Female,day2,0.23
3626,Male,day2,0.35
3627,Non-binary,day2,0.79
3628,Male,day2,0.76
3629,Male,day2,0.26
3631,Female,day2,NA
3634,Female,day2,0.73
3635,Female,day2,0.79
3645,Non-binary,day2,NA
3646,Female,day2,NA
3647,Male,day2,NA
3648,Male,day2,NA
3649,Male,day2,1.11
3652,Male,day2,NA
3653,Female,day2,2.38
3654,Female,day2,0.06
3655,Female,day2,2.41
3656,Female,day2,0.85
3659,Male,day2,0.58
3660,Female,day2,0.23
3667,Female,day2,NA
3669,Male,day2,NA
3670,Female,day2,NA
3672,Female,day2,NA
3676,Male,day2,NA
3677,Non-binary,day2,0.32
3678,Male,day2,NA
3680,Female,day2,0.29
3696,Female,day2,NA
3697,Male,day2,NA
3698,Female,day2,NA
3709,Non-binary,day2,NA
3710,Male,day2,NA
3711,Male,day2,NA
3712,Male,day2,NA
3713,Male,day2,NA
3714,Male,day2,NA
3715,Male,day2,NA
3716,Female,day2,NA
3717,Female,day2,NA
3718,Female,day2,NA
3719,Male,day2,NA
3720,Female,day2,NA
3721,Female,day2,NA
3722,Female,day2,NA
3723,Non-binary,day2,0.41
3724,Male,day2,NA
3725,Female,day2,NA
3726,Female,day2,NA
3727,Female,day2,NA
3728,Female,day2,NA
3729,Male,day2,0.14
3730,Male,day2,NA
3731,Male,day2,1.2
3734,Male,day2,0.45
3736,Male,day2,NA
3753,Female,day2,NA
3754,Female,day2,NA
3759,Female,day2,NA
3764,Male,day2,NA
3769,Male,day2,NA
3778,Male,day2,0.14
3779,Female,day2,NA
3782,Female,day2,1.88
3783,Female,day2,0.91
3784,Female,day2,1.79
3785,Male,day2,NA
3786,Female,day2,NA
3787,Non-binary,day2,3
3788,Female,day2,NA
3791,Female,day2,1.21
3792,Female,day2,1.7
3793,Non-binary,day2,0.35
3794,Male,day2,NA
3796,Male,day2,1.5
3797,Female,day2,NA
3798,Female,day2,NA
3799,Non-binary,day2,NA
3804,Female,day2,NA
3826,Male,day2,NA
3828,Female,day2,3.21
3831,Non-binary,day2,1.38
3836,Female,day2,2.5
3837,Female,day2,NA
3838,Male,day2,NA
3840,Non-binary,day2,NA
3844,Male,day2,NA
3846,Non-binary,day2,NA
3849,Male,day2,0.7
3850,Female,day2,NA
3851,Male,day2,NA
3854,Non-binary,day2,NA
3855,Female,day2,NA
3856,Female,day2,0.7
3857,Female,day2,NA
3858,Male,day2,NA
3859,Male,day2,0.79
3860,Male,day2,NA
3869,Female,day2,NA
3870,Non-binary,day2,NA
3871,Non-binary,day2,NA
3872,Male,day2,NA
3873,Male,day2,NA
3874,Female,day2,NA
3875,Male,day2,NA
3876,Male,day2,0.28
3879,Non-binary,day2,NA
3880,Female,day2,NA
3882,Female,day2,0.41
3883,Male,day2,0.64
3888,Female,day2,0.85
3890,Male,day2,NA
3909,Male,day2,NA
3912,Non-binary,day2,0.76
3913,Non-binary,day2,NA
3914,Male,day2,NA
3916,Female,day2,0.91
3917,Female,day2,NA
3918,Female,day2,NA
3919,Female,day2,2.2
3920,Male,day2,2.23
3921,Non-binary,day2,NA
3922,Non-binary,day2,NA
3923,Male,day2,1.05
3924,Female,day2,1.29
3925,Female,day2,NA
3926,Non-binary,day2,NA
3927,Male,day2,0.26
3929,Male,day2,1.11
3930,Male,day2,0.35
3932,Female,day2,NA
3942,Male,day2,NA
3944,Male,day2,0.2
3945,Female,day2,NA
3946,Non-binary,day2,NA
3947,Male,day2,0.52
3948,Female,day2,0.23
3949,Male,day2,1.76
3950,Female,day2,1.17
3951,Female,day2,NA
3952,Female,day2,NA
3954,Female,day2,1.2
3955,Male,day2,NA
3964,Female,day2,NA
3965,Male,day2,0.23
3966,Male,day2,NA
3972,Male,day2,0.64
3973,Female,day2,NA
3986,Male,day2,1.94
3987,Female,day2,NA
3988,Female,day2,NA
3989,Female,day2,1
3990,Female,day2,NA
3991,Female,day2,NA
3992,Female,day2,NA
3993,Male,day2,NA
3994,Non-binary,day2,NA
3995,Female,day2,0.73
3996,Female,day2,1.58
3997,Female,day2,0.55
4010,Male,day2,NA
4011,Female,day2,0.84
4012,Female,day2,NA
4013,Male,day2,0.52
4014,Male,day2,NA
4015,Female,day2,NA
4016,Female,day2,NA
4017,Female,day2,NA
4022,Female,day2,NA
4023,Female,day2,NA
4024,Female,day2,NA
4025,Male,day2,NA
4030,Male,day2,NA
4032,Female,day2,NA
4033,Male,day2,NA
4034,Female,day2,NA
4079,Non-binary,day2,NA
4089,Male,day2,0.67
4090,Male,day2,NA
4092,Female,day2,NA
4093,Male,day2,NA
4095,Female,day2,NA
4096,Female,day2,NA
4101,Female,day2,NA
4104,Female,day2,NA
4105,Female,day2,0.76
4106,Female,day2,NA
4107,Female,day2,NA
4109,Female,day2,NA
4110,Non-binary,day2,NA
4111,Female,day2,NA
4114,Male,day2,NA
4147,Female,day2,NA
4148,Female,day2,NA
4149,Male,day2,NA
4150,Male,day2,NA
4151,Male,day2,1.64
4152,Female,day2,1.75
4153,Female,day2,1.08
4154,Female,day2,0.91
4155,Non-binary,day2,0.94
4156,Male,day2,NA
4157,Male,day2,0.32
4158,Female,day2,2.44
4159,Female,day2,0.17
4160,Male,day2,0.02
4161,Female,day2,1.54
4162,Female,day2,0.5
4163,Female,day2,0.48
4164,Female,day2,1.35
4165,Female,day2,2.61
4166,Female,day2,2.05
4167,Female,day2,NA
4168,Female,day2,0.76
4171,Female,day2,0.08
4172,Non-binary,day2,2.91
4193,Non-binary,day2,NA
4194,Male,day2,1
4195,Male,day2,NA
4196,Female,day2,0.47
4197,Male,day2,0.7
4198,Male,day2,NA
4199,Female,day2,1.45
4216,Non-binary,day2,0.14
4218,Male,day2,NA
4219,Female,day2,0.38
4220,Female,day2,NA
4221,Female,day2,NA
4222,Male,day2,0.26
4223,Female,day2,2.32
4224,Female,day2,0.2
4225,Non-binary,day2,NA
4226,Female,day2,2.72
4234,Male,day2,NA
4235,Male,day2,0.41
4236,Female,day2,NA
4237,Female,day2,0.88
4238,Female,day2,NA
4239,Female,day2,0.85
4240,Male,day2,0.23
4241,Non-binary,day2,NA
4245,Female,day2,NA
4247,Female,day2,NA
4249,Female,day2,NA
4256,Male,day2,NA
4257,Male,day2,NA
4259,Male,day2,1.23
4262,Male,day2,NA
4263,Female,day2,0.2
4264,Male,day2,NA
4265,Female,day2,1.32
4266,Female,day2,2.7
4267,Female,day2,NA
4268,Male,day2,NA
4269,Male,day2,2.55
4271,Female,day2,NA
4274,Female,day2,0.17
4281,Female,day2,NA
4284,Female,day2,NA
4285,Male,day2,NA
4287,Female,day2,NA
4291,Female,day2,1.13
4292,Female,day2,NA
4294,Male,day2,0.79
4295,Female,day2,NA
4297,Male,day2,NA
4298,Female,day2,0.38
4301,Female,day2,NA
4302,Male,day2,NA
4305,Male,day2,1
4306,Non-binary,day2,0.2
4308,Female,day2,NA
4309,Male,day2,NA
4310,Female,day2,NA
4311,Male,day2,NA
4312,Female,day2,NA
4313,Male,day2,NA
4314,Female,day2,NA
4333,Female,day2,NA
4334,Female,day2,NA
4335,Non-binary,day2,NA
4336,Female,day2,NA
4349,Female,day2,0.47
4351,Male,day2,NA
4352,Male,day2,NA
4353,Female,day2,0.55
4354,Male,day2,0.94
4355,Male,day2,1.02
4356,Female,day2,NA
4357,Female,day2,NA
4358,Male,day2,NA
4359,Female,day2,NA
4360,Male,day2,0.64
4361,Male,day2,0.67
4363,Female,day2,1.87
4366,Non-binary,day2,NA
4370,Female,day2,NA
4382,Female,day2,0.82
4383,Female,day2,NA
4384,Female,day2,NA
4385,Female,day2,NA
4386,Female,day2,NA
4387,Female,day2,NA
4388,Female,day2,NA
4389,Female,day2,0.64
4391,Female,day2,NA
4392,Female,day2,NA
4393,Female,day2,NA
4394,Male,day2,NA
4396,Non-binary,day2,1.7
4397,Non-binary,day2,NA
4398,Male,day2,0.79
4404,Female,day2,NA
4405,Female,day2,0.58
4410,Female,day2,0.11
4419,Female,day2,NA
4428,Female,day2,2.42
4430,Female,day2,NA
4435,Female,day2,NA
4436,Female,day2,NA
4437,Female,day2,NA
4439,Male,day2,NA
4440,Male,day2,NA
4441,Female,day2,NA
4442,Female,day2,NA
4443,Female,day2,NA
4444,Male,day2,0
4445,Male,day2,0.23
4446,Male,day2,NA
4447,Female,day2,NA
4448,Female,day2,0.85
4452,Male,day2,1.14
4453,Female,day2,NA
4454,Male,day2,1.14
4455,Male,day2,NA
4456,Male,day2,NA
4459,Female,day2,0.26
4464,Male,day2,NA
4467,Female,day2,NA
4468,Female,day2,NA
4470,Male,day2,NA
4479,Female,day2,NA
4481,Female,day2,0.14
4482,Female,day2,NA
4485,Female,day2,1.14
4486,Male,day2,1.02
4488,Non-binary,day2,NA
4507,Male,day2,0.94
4509,Non-binary,day2,0.55
4510,Male,day2,NA
4511,Female,day2,1.11
4512,Female,day2,NA
4514,Female,day2,NA
4515,Male,day2,NA
4516,Non-binary,day2,NA
4517,Female,day2,NA
4518,Non-binary,day2,NA
4519,Male,day2,0.7
4525,Female,day2,NA
4533,Female,day2,NA
4552,Non-binary,day2,NA
4553,Female,day2,1.94
4554,Female,day2,NA
4555,Male,day2,NA
4559,Female,day2,NA
4563,Female,day2,0.2
4564,Female,day2,3.44
4569,Male,day2,1
4570,Non-binary,day2,0.91
4571,Female,day2,NA
4582,Male,day2,1.58
4590,Female,day2,2.85
4597,Male,day2,NA
4598,Male,day2,0.79
4601,Female,day2,NA
4607,Non-binary,day2,0.76
4611,Male,day2,0.56
4654,Female,day2,1.78
4655,Female,day2,NA
4663,Male,day2,0.23
4666,Male,day2,1.35
4690,Female,day2,1.82
4692,Non-binary,day2,NA
4693,Male,day2,0.17
4694,Non-binary,day2,1.7
4695,Male,day2,NA
4696,Female,day2,1.32
4697,Male,day2,0.14
4698,Female,day2,0.94
4699,Female,day2,1.52
4704,Female,day2,NA
4710,Non-binary,day2,NA
4711,Male,day2,NA
4724,Male,day2,1.41
4725,Female,day2,0.32
4740,Male,day2,0.58
4744,Female,day2,0.44
4749,Female,day2,NA
4756,Female,day2,0.94
4758,Female,day2,1.44
4759,Female,day2,NA
4760,Male,day2,NA
4765,Female,day2,NA
2111,Male,day3,1.61
2229,Female,day3,0.29
2338,Male,day3,NA
2384,Female,day3,NA
2401,Female,day3,NA
2405,Male,day3,NA
2467,Female,day3,NA
2478,Female,day3,NA
2490,Male,day3,NA
2504,Female,day3,0.55
2509,Male,day3,NA
2510,Female,day3,0.47
2514,Male,day3,NA
2515,Female,day3,1.58
2520,Male,day3,NA
2521,Female,day3,NA
2529,Male,day3,NA
2533,Female,day3,NA
2535,Female,day3,NA
2538,Male,day3,NA
2549,Male,day3,0.76
2551,Female,day3,NA
2558,Female,day3,NA
2562,Non-binary,day3,NA
2565,Female,day3,NA
2566,Female,day3,NA
2568,Female,day3,NA
2586,Female,day3,NA
2601,Male,day3,NA
2602,Male,day3,0.76
2604,Male,day3,0.02
2606,Non-binary,day3,NA
2609,Female,day3,NA
2611,Female,day3,NA
2612,Male,day3,1.67
2616,Male,day3,NA
2624,Female,day3,0.96
2633,Female,day3,NA
2642,Female,day3,NA
2644,Male,day3,NA
2662,Female,day3,NA
2663,Male,day3,NA
2664,Non-binary,day3,NA
2669,Female,day3,NA
2670,Male,day3,NA
2675,Male,day3,NA
2676,Female,day3,NA
2677,Male,day3,0.14
2681,Male,day3,NA
2685,Female,day3,NA
2686,Female,day3,NA
2687,Male,day3,NA
2688,Female,day3,NA
2689,Non-binary,day3,0.52
2692,Female,day3,0.38
2698,Female,day3,NA
2709,Female,day3,NA
2710,Male,day3,NA
2712,Female,day3,NA
2726,Female,day3,NA
2727,Female,day3,NA
2728,Male,day3,NA
2730,Non-binary,day3,NA
2731,Female,day3,NA
2732,Female,day3,NA
2734,Female,day3,NA
2735,Female,day3,0.29
2736,Female,day3,NA
2737,Female,day3,NA
2748,Female,day3,NA
2752,Non-binary,day3,NA
2756,Female,day3,NA
2758,Male,day3,NA
2759,Female,day3,NA
2768,Non-binary,day3,NA
2769,Female,day3,NA
2770,Female,day3,NA
2771,Male,day3,NA
2772,Non-binary,day3,NA
2773,Female,day3,NA
2775,Male,day3,NA
2779,Female,day3,NA
2780,Male,day3,NA
2783,Male,day3,2.11
2784,Female,day3,NA
2788,Male,day3,NA
2789,Male,day3,NA
2791,Female,day3,NA
2794,Female,day3,NA
2796,Female,day3,NA
2799,Non-binary,day3,NA
2806,Male,day3,NA
2807,Female,day3,NA
2811,Non-binary,day3,NA
2812,Male,day3,NA
2813,Female,day3,NA
2814,Female,day3,NA
2825,Female,day3,0.5
2827,Male,day3,NA
2828,Female,day3,1.91
2829,Non-binary,day3,NA
2830,Male,day3,NA
2831,Female,day3,0.76
2839,Male,day3,NA
2842,Female,day3,NA
2857,Male,day3,NA
2858,Male,day3,NA
2859,Male,day3,NA
2862,Female,day3,NA
2863,Female,day3,2.15
2875,Non-binary,day3,NA
2876,Non-binary,day3,NA
2883,Non-binary,day3,NA
2890,Non-binary,day3,NA
2894,Female,day3,NA
2895,Female,day3,NA
2897,Non-binary,day3,NA
2898,Female,day3,NA
2899,Female,day3,NA
2900,Female,day3,NA
2901,Male,day3,NA
2920,Male,day3,NA
2921,Female,day3,NA
2922,Female,day3,NA
2923,Non-binary,day3,NA
2924,Female,day3,NA
2925,Female,day3,NA
2932,Male,day3,NA
2933,Female,day3,NA
2935,Female,day3,NA
2936,Female,day3,NA
2937,Non-binary,day3,NA
2938,Male,day3,1.5
2940,Non-binary,day3,NA
2941,Non-binary,day3,1.73
2942,Male,day3,NA
2948,Female,day3,NA
2952,Male,day3,NA
2953,Male,day3,NA
2954,Female,day3,NA
2956,Female,day3,NA
2957,Male,day3,NA
2958,Male,day3,NA
2959,Female,day3,NA
2961,Female,day3,NA
2962,Female,day3,NA
2964,Female,day3,NA
2966,Male,day3,NA
2967,Male,day3,NA
2968,Male,day3,NA
2972,Female,day3,NA
2974,Female,day3,NA
2975,Non-binary,day3,2.7
2976,Female,day3,NA
2977,Female,day3,NA
2978,Female,day3,NA
2979,Male,day3,NA
2982,Male,day3,NA
2983,Male,day3,NA
2984,Male,day3,NA
2985,Non-binary,day3,NA
2988,Female,day3,NA
2989,Female,day3,1.67
2990,Male,day3,0.11
3008,Female,day3,0.38
3009,Female,day3,NA
3010,Non-binary,day3,NA
3013,Female,day3,NA
3014,Female,day3,NA
3016,Non-binary,day3,NA
3017,Male,day3,NA
3018,Male,day3,NA
3019,Female,day3,NA
3027,Male,day3,NA
3028,Female,day3,NA
3029,Female,day3,NA
3030,Non-binary,day3,NA
3031,Male,day3,NA
3032,Female,day3,NA
3033,Female,day3,NA
3034,Female,day3,NA
3035,Male,day3,NA
3048,Male,day3,NA
3049,Female,day3,NA
3051,Male,day3,NA
3052,Female,day3,NA
3053,Female,day3,NA
3054,Female,day3,NA
3055,Female,day3,NA
3056,Female,day3,NA
3057,Male,day3,0.2
3064,Male,day3,NA
3065,Female,day3,NA
3068,Non-binary,day3,NA
3069,Male,day3,NA
3070,Male,day3,NA
3072,Female,day3,NA
3073,Female,day3,NA
3092,Female,day3,NA
3093,Male,day3,NA
3094,Female,day3,NA
3095,Male,day3,0.33
3096,Female,day3,NA
3097,Male,day3,NA
3098,Male,day3,NA
3100,Female,day3,NA
3106,Non-binary,day3,NA
3107,Female,day3,NA
3109,Male,day3,NA
3111,Female,day3,NA
3112,Male,day3,NA
3114,Female,day3,NA
3116,Female,day3,NA
3118,Male,day3,NA
3129,Male,day3,NA
3131,Non-binary,day3,NA
3132,Female,day3,NA
3133,Non-binary,day3,NA
3135,Female,day3,NA
3136,Male,day3,NA
3137,Female,day3,NA
3138,Non-binary,day3,NA
3139,Female,day3,NA
3146,Female,day3,NA
3147,Male,day3,NA
3148,Female,day3,NA
3168,Female,day3,NA
3171,Female,day3,NA
3172,Male,day3,NA
3173,Female,day3,0.73
3180,Female,day3,NA
3182,Female,day3,NA
3190,Male,day3,NA
3192,Female,day3,NA
3202,Male,day3,NA
3236,Female,day3,NA
3245,Female,day3,NA
3246,Female,day3,1.29
3247,Male,day3,NA
3248,Male,day3,NA
3249,Male,day3,0.44
3250,Male,day3,NA
3251,Female,day3,NA
3253,Male,day3,NA
3254,Female,day3,NA
3255,Male,day3,NA
3256,Female,day3,NA
3257,Female,day3,NA
3258,Female,day3,NA
3260,Male,day3,NA
3261,Male,day3,NA
3262,Male,day3,NA
3264,Female,day3,NA
3267,Female,day3,1.7
3273,Male,day3,NA
3275,Female,day3,NA
3276,Female,day3,NA
3277,Female,day3,NA
3278,Female,day3,NA
3279,Female,day3,NA
3281,Female,day3,NA
3282,Non-binary,day3,1.02
3284,Male,day3,NA
3290,Female,day3,NA
3291,Male,day3,NA
3292,Male,day3,NA
3296,Non-binary,day3,NA
3306,Female,day3,1.88
3307,Male,day3,0.76
3308,Female,day3,NA
3309,Female,day3,NA
3310,Female,day3,NA
3311,Female,day3,NA
3312,Non-binary,day3,NA
3313,Female,day3,NA
3314,Female,day3,1.7
3315,Female,day3,NA
3316,Female,day3,0.26
3321,Female,day3,NA
3325,Male,day3,NA
3326,Female,day3,0.38
3327,Male,day3,0.44
3328,Female,day3,NA
3329,Non-binary,day3,NA
3338,Female,day3,NA
3340,Female,day3,2
3341,Female,day3,NA
3348,Female,day3,NA
3349,Male,day3,NA
3350,Female,day3,NA
3351,Female,day3,0.39
3352,Female,day3,0.17
3363,Female,day3,NA
3365,Male,day3,NA
3366,Male,day3,NA
3367,Non-binary,day3,NA
3368,Female,day3,NA
3369,Male,day3,NA
3370,Female,day3,1.67
3371,Non-binary,day3,NA
3372,Female,day3,NA
3373,Male,day3,NA
3374,Male,day3,NA
3375,Non-binary,day3,NA
3376,Male,day3,NA
3377,Female,day3,NA
3378,Male,day3,NA
3379,Female,day3,NA
3380,Male,day3,0.58
3390,Female,day3,NA
3391,Female,day3,NA
3392,Female,day3,NA
3393,Male,day3,NA
3394,Female,day3,NA
3395,Female,day3,NA
3397,Female,day3,1.02
3398,Female,day3,NA
3407,Female,day3,NA
3411,Female,day3,NA
3412,Male,day3,NA
3413,Female,day3,NA
3416,Female,day3,NA
3418,Non-binary,day3,NA
3419,Male,day3,NA
3420,Female,day3,NA
3423,Male,day3,NA
3429,Female,day3,NA
3431,Male,day3,NA
3449,Female,day3,NA
3450,Female,day3,NA
3453,Male,day3,NA
3454,Female,day3,NA
3455,Non-binary,day3,NA
3456,Female,day3,NA
3457,Female,day3,NA
3458,Female,day3,NA
3460,Female,day3,NA
3461,Male,day3,NA
3464,Female,day3,NA
3467,Female,day3,NA
3468,Female,day3,NA
3469,Female,day3,NA
3477,Male,day3,0.94
3480,Non-binary,day3,0.17
3483,Female,day3,NA
3490,Female,day3,0.29
3493,Male,day3,NA
3494,Female,day3,NA
3495,Male,day3,NA
3500,Female,day3,NA
3501,Non-binary,day3,NA
3503,Male,day3,0.61
3510,Female,day3,NA
3511,Female,day3,NA
3512,Female,day3,NA
3518,Male,day3,NA
3519,Female,day3,NA
3521,Female,day3,0.52
3522,Female,day3,NA
3523,Male,day3,NA
3524,Male,day3,NA
3525,Female,day3,NA
3526,Male,day3,NA
3536,Female,day3,NA
3539,Female,day3,NA
3540,Non-binary,day3,NA
3542,Female,day3,NA
3545,Female,day3,NA
3546,Male,day3,NA
3551,Male,day3,NA
3557,Female,day3,NA
3565,Female,day3,0.55
3567,Male,day3,0.44
3568,Male,day3,0.76
3569,Female,day3,1.85
3570,Female,day3,NA
3571,Non-binary,day3,0.14
3572,Male,day3,0.7
3573,Female,day3,NA
3574,Male,day3,NA
3575,Non-binary,day3,NA
3576,Male,day3,NA
3577,Female,day3,NA
3586,Male,day3,NA
3587,Male,day3,NA
3588,Male,day3,NA
3593,Female,day3,NA
3594,Non-binary,day3,NA
3595,Female,day3,NA
3596,Female,day3,NA
3597,Male,day3,NA
3598,Female,day3,NA
3599,Female,day3,NA
3600,Female,day3,NA
3601,Female,day3,NA
3602,Female,day3,NA
3603,Female,day3,NA
3605,Male,day3,NA
3606,Male,day3,NA
3607,Female,day3,NA
3609,Female,day3,NA
3610,Male,day3,0.35
3613,Female,day3,NA
3614,Female,day3,NA
3620,Female,day3,NA
3621,Male,day3,NA
3622,Female,day3,NA
3625,Female,day3,0.44
3626,Male,day3,NA
3627,Non-binary,day3,NA
3628,Male,day3,0.7
3629,Male,day3,0.33
3631,Female,day3,NA
3634,Female,day3,1.17
3635,Female,day3,1.55
3645,Non-binary,day3,NA
3646,Female,day3,NA
3647,Male,day3,NA
3648,Male,day3,NA
3649,Male,day3,1.2
3652,Male,day3,NA
3653,Female,day3,NA
3654,Female,day3,NA
3655,Female,day3,NA
3656,Female,day3,NA
3659,Male,day3,0.7
3660,Female,day3,0.55
3667,Female,day3,NA
3669,Male,day3,NA
3670,Female,day3,NA
3672,Female,day3,NA
3676,Male,day3,NA
3677,Non-binary,day3,0.47
3678,Male,day3,NA
3680,Female,day3,0.72
3696,Female,day3,NA
3697,Male,day3,NA
3698,Female,day3,NA
3709,Non-binary,day3,NA
3710,Male,day3,NA
3711,Male,day3,NA
3712,Male,day3,NA
3713,Male,day3,NA
3714,Male,day3,NA
3715,Male,day3,NA
3716,Female,day3,NA
3717,Female,day3,NA
3718,Female,day3,NA
3719,Male,day3,NA
3720,Female,day3,NA
3721,Female,day3,NA
3722,Female,day3,NA
3723,Non-binary,day3,0.47
3724,Male,day3,NA
3725,Female,day3,NA
3726,Female,day3,NA
3727,Female,day3,NA
3728,Female,day3,NA
3729,Male,day3,NA
3730,Male,day3,NA
3731,Male,day3,0.91
3734,Male,day3,0.44
3736,Male,day3,NA
3753,Female,day3,NA
3754,Female,day3,NA
3759,Female,day3,NA
3764,Male,day3,NA
3769,Male,day3,NA
3778,Male,day3,NA
3779,Female,day3,NA
3782,Female,day3,NA
3783,Female,day3,NA
3784,Female,day3,NA
3785,Male,day3,NA
3786,Female,day3,NA
3787,Non-binary,day3,NA
3788,Female,day3,NA
3791,Female,day3,NA
3792,Female,day3,2.29
3793,Non-binary,day3,NA
3794,Male,day3,NA
3796,Male,day3,1.88
3797,Female,day3,NA
3798,Female,day3,NA
3799,Non-binary,day3,NA
3804,Female,day3,NA
3826,Male,day3,NA
3828,Female,day3,NA
3831,Non-binary,day3,NA
3836,Female,day3,NA
3837,Female,day3,NA
3838,Male,day3,NA
3840,Non-binary,day3,NA
3844,Male,day3,NA
3846,Non-binary,day3,NA
3849,Male,day3,1.02
3850,Female,day3,NA
3851,Male,day3,NA
3854,Non-binary,day3,NA
3855,Female,day3,NA
3856,Female,day3,NA
3857,Female,day3,NA
3858,Male,day3,NA
3859,Male,day3,NA
3860,Male,day3,NA
3869,Female,day3,NA
3870,Non-binary,day3,NA
3871,Non-binary,day3,NA
3872,Male,day3,NA
3873,Male,day3,NA
3874,Female,day3,NA
3875,Male,day3,NA
3876,Male,day3,NA
3879,Non-binary,day3,NA
3880,Female,day3,NA
3882,Female,day3,NA
3883,Male,day3,NA
3888,Female,day3,1.7
3890,Male,day3,NA
3909,Male,day3,NA
3912,Non-binary,day3,NA
3913,Non-binary,day3,NA
3914,Male,day3,NA
3916,Female,day3,1.38
3917,Female,day3,NA
3918,Female,day3,NA
3919,Female,day3,NA
3920,Male,day3,0.41
3921,Non-binary,day3,NA
3922,Non-binary,day3,NA
3923,Male,day3,0.58
3924,Female,day3,NA
3925,Female,day3,NA
3926,Non-binary,day3,NA
3927,Male,day3,NA
3929,Male,day3,NA
3930,Male,day3,NA
3932,Female,day3,NA
3942,Male,day3,NA
3944,Male,day3,0.2
3945,Female,day3,NA
3946,Non-binary,day3,NA
3947,Male,day3,0.35
3948,Female,day3,0.38
3949,Male,day3,1.18
3950,Female,day3,NA
3951,Female,day3,NA
3952,Female,day3,NA
3954,Female,day3,NA
3955,Male,day3,NA
3964,Female,day3,NA
3965,Male,day3,NA
3966,Male,day3,NA
3972,Male,day3,1.32
3973,Female,day3,NA
3986,Male,day3,NA
3987,Female,day3,NA
3988,Female,day3,NA
