id,raq_01,raq_02,raq_03,raq_04,raq_05,raq_06,raq_07,raq_08,raq_09,raq_10,raq_11,raq_12,raq_13,raq_14,raq_15,raq_16,raq_17,raq_18,raq_19,raq_20,raq_21,raq_22,raq_23
kg3jj,3,3,2,4,3,3,2,4,2,4,3,4,3,3,2,3,4,2,2,3,3,3,2
ns93u,3,2,2,3,3,2,3,2,3,3,3,3,3,3,3,4,3,2,3,3,2,2,3
lp678,3,3,2,3,3,4,3,3,3,3,4,3,4,3,2,3,3,2,3,3,3,3,3
0y3x8,3,2,3,3,2,3,3,3,3,3,2,3,2,3,3,3,2,3,3,3,3,3,3
07tf4,3,3,3,2,3,3,2,3,2,3,3,3,3,3,3,2,4,3,2,3,4,3,2
5355j,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,3,3,3,3,2,3,2,2
vstj2,3,3,2,4,2,2,2,3,2,3,2,2,1,3,2,3,2,2,2,3,3,2,2
1m716,3,2,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,2,3
796ox,3,3,3,3,4,4,4,3,4,3,3,3,4,3,4,2,3,4,3,3,3,3,4
4tcbm,2,3,2,3,3,2,2,3,3,2,3,3,3,2,3,3,3,2,2,3,2,2,3
e295q,3,2,2,2,2,2,1,3,3,2,3,3,2,3,2,3,2,2,3,3,3,3,4
4g12s,2,3,3,3,2,2,3,3,3,3,3,2,2,4,2,3,3,3,3,2,2,3,3
hv7gw,2,3,2,3,3,2,3,2,2,2,2,2,2,3,3,3,2,2,3,3,3,3,3
7o3dm,3,2,2,3,3,4,3,3,1,3,3,4,3,4,3,4,3,3,3,4,4,3,2
35cbi,3,2,3,1,2,2,2,2,3,2,2,3,2,3,2,2,2,3,3,3,2,3,3
de25f,3,3,3,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,3,3,3,2,3
13g0y,3,3,3,3,2,2,3,2,2,4,2,3,2,3,3,2,2,2,2,2,2,2,2
m1864,2,2,4,2,2,3,3,3,3,3,2,2,4,3,3,2,3,3,2,2,3,3,2
ooe1t,3,3,2,2,2,2,2,3,3,3,3,3,3,3,2,2,4,3,3,4,3,3,2
xt5vr,2,2,3,3,2,2,1,3,3,1,2,2,2,2,2,3,3,2,3,3,3,3,3
xshq8,2,2,2,2,3,3,3,2,3,2,2,2,3,3,3,3,2,3,2,2,3,2,3
5a5rf,3,2,3,2,2,2,3,1,3,2,1,3,2,3,2,2,2,2,2,2,2,2,3
1i57u,3,3,3,3,3,3,4,3,2,3,3,3,3,4,2,3,3,3,2,3,3,2,2
4c1uy,2,3,2,3,3,3,2,2,3,3,2,3,3,3,2,4,2,3,3,4,3,2,3
89f32,3,3,2,3,3,2,3,3,3,3,3,3,3,3,2,2,3,3,2,2,3,3,3
7lik3,4,3,3,3,3,3,3,3,3,3,4,4,3,3,2,2,3,3,3,2,3,3,4
bsve2,3,2,3,2,2,2,2,3,3,2,3,2,2,3,2,2,2,2,2,2,3,3,2
o5y19,4,4,3,3,3,3,3,4,3,3,3,3,3,4,4,3,3,4,3,4,3,3,3
3759e,3,3,4,3,2,3,2,3,3,3,3,4,3,2,3,2,2,2,2,2,2,3,3
1eb7b,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2
7s753,3,2,3,3,3,3,3,3,1,3,3,2,2,4,3,3,3,3,3,2,3,2,2
2p55s,4,2,2,3,2,2,2,2,3,3,2,3,2,1,3,3,2,2,3,3,2,2,3
x68bm,3,3,2,3,2,2,3,3,3,3,2,3,3,2,3,3,3,3,2,2,3,3,3
pq16y,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,2,3,3,3,3
04d55,3,4,3,3,3,4,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3
k3ppm,3,3,2,3,2,2,3,3,2,2,3,2,2,3,3,3,3,2,3,3,2,2,3
7k6o9,2,4,3,3,3,3,2,3,3,3,4,3,3,2,3,3,3,3,4,3,3,3,3
ub3c7,3,3,3,2,2,2,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,3
49wpr,3,4,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,2,3,3,2,3,4
efsfk,3,4,2,3,2,2,2,2,3,2,3,2,2,3,3,4,3,4,3,3,3,2,3
eac3l,3,3,2,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3
jq2k6,3,3,2,3,3,3,3,4,3,3,4,2,3,4,5,3,4,3,3,4,3,3,3
83569,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3
hn28t,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,2,3,3,3,3,2,4,3
3979n,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
24b4k,3,2,3,3,3,2,2,3,3,2,3,3,2,2,2,2,3,2,3,4,3,3,3
aw82y,3,3,2,3,3,3,3,3,2,2,3,3,2,3,3,3,3,2,3,2,2,2,3
b678j,3,3,2,3,2,2,2,2,3,3,3,2,3,3,3,2,3,2,3,3,3,3,3
ugsyh,3,2,3,2,2,2,3,3,3,3,3,2,3,3,3,3,3,2,2,3,3,2,3
qnt1h,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3
if47s,3,3,3,3,3,3,3,2,3,4,3,3,4,3,3,3,4,3,3,4,3,3,3
5e6qh,4,3,2,3,4,4,2,4,4,3,4,3,3,3,3,3,4,4,5,4,4,4,4
4m9yf,3,3,2,3,2,2,3,2,3,2,2,2,2,3,3,2,2,2,4,3,3,3,3
tf541,3,2,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,2,3,2,2,3
u8fls,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,3,2,3,2,3,3,3
819og,2,3,2,3,2,2,2,3,3,3,3,3,2,3,2,3,3,2,3,3,2,3,2
vp0n1,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,2,2,4,2,3,3,2,3
l710d,2,3,3,2,2,3,2,3,2,3,2,3,3,2,2,3,3,2,3,2,2,3,2
0um87,3,4,2,3,3,3,2,3,4,3,3,3,3,3,2,3,3,2,4,4,3,3,4
1k2e5,2,2,3,3,3,3,4,2,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3
20352,3,3,2,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,4,3
41273,4,3,4,4,3,2,2,3,3,2,3,4,2,2,2,3,3,2,3,3,3,4,2
66dkk,2,3,3,2,3,2,2,3,3,3,3,4,3,3,2,3,3,3,2,3,4,3,2
aet33,4,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,3,3,2,3,3,3,3
206m9,3,3,3,2,3,3,3,3,2,3,3,3,3,2,2,4,3,3,2,3,3,2,2
94xc7,2,2,4,2,2,3,2,3,2,2,2,2,4,3,3,2,3,3,3,3,3,3,2
8h22s,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,2,3,3,2,1
2hl5s,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3
7504k,2,3,3,2,3,3,2,2,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3
124hm,4,3,2,3,3,2,2,3,4,3,3,4,2,3,2,2,3,2,3,3,4,2,4
506bf,3,3,3,3,3,3,2,2,3,3,3,2,3,2,3,4,3,3,3,3,3,3,2
g4jq5,2,2,4,2,3,3,2,3,2,2,2,3,3,2,3,3,3,3,2,3,3,2,3
9l72j,3,3,4,3,3,3,4,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3
2w478,3,3,4,2,3,2,3,2,2,3,2,3,3,3,2,2,3,2,2,3,2,2,2
47l47,3,3,3,3,2,3,3,2,3,4,2,2,3,3,3,2,2,4,3,3,3,3,3
xx50h,2,3,4,3,2,2,2,2,3,2,2,3,2,3,2,2,3,1,3,2,3,3,3
03511,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
cprk4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,2,3,3,4,2
o6289,2,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,2,3,3,3,3
6e51e,2,3,3,3,3,3,3,3,4,2,3,2,3,2,2,3,2,1,3,3,3,2,3
0sxu7,2,3,3,2,3,3,2,3,4,3,3,3,3,2,3,3,2,3,3,2,2,3,3
dl250,2,3,3,2,3,4,3,4,4,3,4,3,3,3,3,2,3,4,3,2,3,3,3
7uhk3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2
616hr,3,2,3,3,3,3,3,3,3,4,2,3,2,3,3,3,3,3,3,4,3,3,3
41j75,3,3,4,2,3,2,3,3,3,3,3,2,2,2,3,3,3,2,2,3,3,2,3
sk4kn,3,3,3,3,2,2,2,2,2,2,2,1,3,3,2,3,2,3,2,2,3,2,2
chc67,2,3,3,3,3,3,3,3,4,4,3,4,3,3,3,3,3,4,4,3,3,3,3
i97ua,4,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,3,4,3,3,3
s573a,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,2,4,3,3,4,3,3,3
r48yu,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3
5pk9f,2,3,3,3,3,3,4,3,3,4,2,3,2,2,3,2,3,3,2,3,3,3,2
2v9u8,3,3,3,4,3,3,3,3,3,3,3,2,2,3,3,3,3,3,4,3,3,3,3
khu51,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,4,3,3,2,3,1
ks8wn,2,3,3,3,2,3,3,3,3,2,3,3,2,3,3,2,3,3,3,2,2,3,3
3n5u2,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2
aq8v6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,4,3,3,3,3
x1pvm,2,4,3,3,3,3,3,2,3,2,3,3,2,3,3,3,3,2,3,3,3,2,3
6s5om,3,2,3,3,3,3,2,2,3,2,2,3,3,4,2,2,3,2,3,3,2,3,3
1xtma,2,2,3,3,3,2,3,3,2,3,3,2,3,2,3,2,3,3,2,3,3,2,2
s9i6h,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,3,2,3
mp0s3,3,3,3,3,4,4,4,4,3,3,3,3,4,3,4,2,3,4,3,3,3,3,3
h6a8u,3,2,3,3,3,2,3,2,3,3,3,3,2,3,2,4,2,2,2,3,3,3,3
448d4,3,2,2,3,2,2,3,2,3,2,3,2,2,2,3,2,2,2,3,2,2,3,3
r1e7s,3,2,3,3,3,2,3,3,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2
lx3l2,4,3,3,2,2,3,2,2,3,4,1,1,2,4,3,3,2,3,3,2,2,3,3
j2qoo,3,4,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,4,2,3,4,2
5a943,2,3,3,2,2,3,3,2,3,3,2,3,3,3,2,2,2,3,3,2,2,3,3
i48cd,3,2,3,2,3,2,2,2,2,2,3,3,3,2,3,3,2,2,2,3,3,2,2
i37mb,2,3,4,3,2,2,3,3,2,4,3,2,3,2,2,3,3,3,3,3,3,2,2
bd94l,3,3,3,3,3,3,3,3,4,3,4,3,2,2,3,3,4,3,3,3,3,3,4
e1g55,3,2,3,3,3,3,2,4,3,2,3,3,3,4,2,3,3,3,2,3,3,3,3
1on66,3,3,2,3,3,3,2,3,2,3,3,4,3,2,2,3,3,2,3,3,3,3,3
5m1v6,2,3,3,2,2,2,2,3,2,3,3,2,2,3,3,3,3,3,3,2,2,2,2
j2vu2,3,4,3,3,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3
xhri1,3,3,3,3,3,3,3,3,4,3,3,2,3,2,3,2,3,3,3,3,3,4,4
56ce5,4,3,2,3,2,2,2,3,2,3,3,2,3,3,3,3,4,3,2,4,3,2,3
61i7g,3,2,3,3,2,2,2,3,2,3,3,3,2,2,2,3,3,2,2,2,2,3,2
1r275,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,2,2,3
b6l4e,3,4,2,3,4,4,3,3,3,4,3,3,3,3,3,2,3,4,4,3,3,3,3
bq7y1,2,3,4,2,2,2,2,2,3,2,3,3,2,3,3,4,3,3,2,2,2,3,3
78c72,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,2,3,3,3,3
cp375,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,4
ooeyq,2,3,2,3,3,3,4,2,4,3,2,3,3,3,3,2,2,3,3,2,3,3,4
15193,2,3,3,3,2,3,2,2,3,3,4,2,2,3,3,3,3,2,2,2,3,3,3
44do9,3,3,3,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,3,2,2,2,3
963ts,3,2,3,3,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,3,2,2,1
7e532,2,2,3,2,2,3,3,2,3,3,3,3,3,2,3,2,2,3,3,2,2,2,2
251md,2,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,2,3,4,4,3,3,3
d11up,3,3,2,3,3,2,3,4,3,3,3,4,4,2,2,4,4,2,3,3,3,3,3
q646e,3,2,2,3,2,2,2,2,2,2,3,3,2,3,3,3,3,3,3,3,2,2,3
mpgc6,3,3,2,3,3,3,4,3,4,2,3,3,3,3,3,3,3,3,4,3,3,4,3
5824o,3,3,3,2,3,4,3,3,4,3,3,2,3,4,3,2,3,2,3,3,3,2,4
15a3b,3,2,2,3,3,4,3,3,2,3,3,3,3,3,3,4,4,3,3,3,3,3,3
4if9h,2,3,3,3,2,3,4,3,3,4,3,2,2,3,4,4,2,3,4,3,3,3,3
d665g,2,2,4,3,3,2,2,3,3,2,2,2,2,2,2,2,3,3,2,2,3,3,2
2x5k5,3,3,2,2,3,4,3,3,2,3,3,3,3,3,4,4,3,2,3,3,3,3,2
mog72,3,3,3,3,4,3,4,3,4,3,3,4,4,3,3,3,3,4,4,2,3,3,3
2n408,3,3,3,3,3,2,2,3,3,2,3,2,3,2,2,2,3,2,2,3,3,3,3
6t3bi,3,3,3,3,2,3,3,2,3,2,3,3,3,2,3,2,2,3,4,3,3,4,4
2ju2j,3,4,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,4,3,2,3,3,3
3151q,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2
2yyvb,3,4,3,3,3,2,3,3,4,2,3,3,2,2,2,4,3,3,3,3,3,3,4
w8y60,2,2,3,3,2,3,3,3,2,3,3,3,4,3,3,2,3,3,3,2,3,3,3
4ien6,3,4,3,3,4,4,3,4,4,3,3,4,4,3,4,3,3,3,3,3,4,3,3
72754,3,3,3,3,2,3,2,3,3,3,3,2,2,3,3,2,3,3,3,4,3,3,2
5w804,3,3,3,3,2,2,2,2,3,2,3,4,2,2,2,3,3,2,2,3,3,2,2
95mbg,3,3,3,3,3,2,3,3,3,4,3,2,2,3,2,3,4,3,3,3,3,3,3
kvb3q,2,3,4,2,2,3,2,3,3,2,3,2,3,3,2,2,3,3,3,2,2,3,2
v34ki,3,3,2,3,3,3,3,3,3,3,2,3,3,1,3,3,3,4,3,3,3,4,3
0cd8x,2,3,3,3,2,2,3,3,3,2,3,2,3,3,2,3,2,3,3,2,2,3,2
2a712,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3
n8neh,3,3,3,3,3,2,2,3,3,3,3,3,2,3,2,3,2,3,3,2,3,3,3
nh8ae,3,3,2,3,3,4,3,3,3,3,2,3,3,3,4,3,3,3,3,3,4,3,3
71k17,3,3,3,3,3,4,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3
78s51,3,3,3,3,2,3,3,3,3,3,2,2,3,2,2,2,3,3,2,2,3,3,3
l940l,2,3,3,2,3,3,4,2,4,3,2,3,2,3,3,2,2,2,3,2,2,3,3
r866s,4,3,3,3,3,3,3,3,3,3,2,3,3,4,4,4,4,3,3,2,4,3,3
lm8rx,3,2,3,3,3,2,2,3,3,2,3,3,2,2,3,2,2,3,3,3,2,3,3
3363a,1,3,3,3,2,3,3,3,4,3,2,2,4,2,2,2,3,3,4,2,2,4,3
f24p7,2,4,3,3,3,4,3,3,3,2,3,3,4,3,3,2,3,3,4,2,2,3,3
t6si8,3,3,3,2,3,3,2,3,2,3,3,4,4,3,3,2,3,2,3,3,3,3,2
c6ad8,2,3,3,2,3,4,4,3,3,4,4,3,4,4,4,4,2,3,3,2,3,3,3
s6c5t,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,4,3,3
kvsrx,2,3,3,3,3,4,3,3,3,3,3,2,4,3,3,3,2,3,3,3,3,3,3
44bjq,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pf3tl,2,3,2,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3
gw3p4,3,3,3,2,3,2,2,3,4,3,3,2,3,3,3,3,3,2,3,2,3,3,4
a65vy,3,3,3,2,3,3,3,3,3,3,3,2,3,3,4,3,3,3,3,3,3,3,3
3610s,3,3,3,3,3,3,2,3,3,3,4,4,3,3,4,2,3,3,3,3,3,3,3
yj408,3,3,2,3,3,2,4,3,3,4,3,3,3,3,3,2,3,3,2,3,3,2,3
lfj8o,4,3,3,3,3,2,3,2,3,2,3,3,2,2,2,3,2,3,2,3,3,3,2
12q63,3,3,3,2,2,4,4,2,3,4,2,2,2,3,3,3,2,3,3,2,2,2,3
5t2ki,2,2,3,3,3,3,3,2,3,3,4,2,3,3,4,3,4,3,3,3,2,3,3
7va6t,4,4,3,3,4,3,3,4,3,5,3,3,3,3,3,3,3,4,3,3,3,3,3
m871n,3,3,2,2,3,3,3,3,3,4,2,4,2,4,3,3,3,3,3,3,3,4,3
dvam5,2,3,3,3,2,3,3,3,3,3,2,1,4,2,3,2,3,3,3,2,2,2,4
2x92s,4,2,3,3,3,3,3,4,2,3,4,3,3,4,3,4,3,3,2,4,3,3,3
r2v7y,3,2,3,3,2,3,2,3,2,3,4,2,3,2,2,2,3,3,3,3,3,2,2
2w7sl,3,3,3,3,4,3,2,3,3,3,3,3,4,3,4,3,3,4,2,4,3,2,3
50118,2,2,3,2,2,3,2,3,3,3,3,3,2,3,3,2,2,3,2,3,2,3,2
9075q,2,3,3,3,2,2,2,2,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2
sullb,4,4,3,2,3,3,3,3,4,3,2,2,3,3,3,3,3,2,4,2,2,4,4
48fw0,3,3,3,2,3,2,3,3,3,3,3,4,2,2,3,3,3,3,3,3,2,3,3
n6kfe,3,2,3,3,3,3,3,3,3,2,2,3,3,3,2,2,3,3,2,1,2,3,2
72nu1,2,2,4,2,2,2,3,2,2,2,2,2,3,2,3,2,3,2,2,2,2,2,2
44bui,3,3,3,3,2,2,3,3,3,2,3,3,2,2,3,3,3,3,3,3,2,2,3
79ktw,3,4,2,3,4,4,3,4,3,3,4,3,4,3,4,3,4,3,3,3,4,3,3
r4832,2,3,3,3,3,3,3,3,4,2,3,3,3,3,4,3,3,3,2,3,3,3,3
g6qt1,3,4,3,2,3,3,3,4,2,3,4,3,3,4,4,3,4,4,3,3,3,2,3
y7rq4,3,3,3,3,2,2,2,2,3,2,2,3,3,2,2,3,2,2,3,2,4,3,3
rvu2t,3,3,2,4,3,3,3,4,4,3,3,2,4,2,3,3,4,3,4,4,3,4,3
y8275,3,3,3,2,2,3,3,2,2,3,2,2,2,3,2,3,2,3,3,3,2,3,3
i3d4g,2,3,3,2,2,2,3,2,3,3,3,3,3,3,3,2,3,2,4,2,2,3,3
9uco6,3,3,3,2,3,3,3,3,3,3,3,2,2,3,3,2,3,4,3,2,3,3,2
e72qp,3,2,2,3,3,3,2,2,3,2,2,3,2,2,4,2,2,2,3,2,3,3,2
91ohp,3,3,2,2,3,3,3,2,3,2,3,3,4,3,2,3,3,2,2,3,4,2,2
76o59,3,3,2,2,3,3,3,3,4,3,3,4,3,3,3,3,3,3,2,3,2,4,3
6b55h,2,2,4,2,2,2,3,2,2,4,2,2,3,2,2,2,1,2,3,4,3,2,2
84f0f,4,2,2,3,3,3,3,3,2,3,3,3,3,3,2,2,4,4,3,3,3,3,3
52uor,3,3,3,3,3,2,4,3,3,3,3,2,3,3,4,3,3,3,2,2,2,2,3
k6s23,2,3,3,2,2,3,3,2,3,2,3,3,3,3,3,2,3,3,3,2,2,3,3
9prb1,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,4,3,3,4,3,2,2
bw47y,2,2,2,3,2,3,3,3,2,2,3,3,3,3,3,3,2,2,3,3,3,3,2
59617,3,3,2,3,3,3,3,3,3,4,3,4,3,3,3,3,4,3,3,3,3,3,3
i8tp7,2,3,4,4,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3
0544y,2,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3
2bnc6,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,3,2,3,3,3,3,3,2
gsyd6,3,3,2,3,3,2,3,3,2,3,4,3,2,2,3,2,3,3,3,3,3,3,3
ju3n8,4,3,3,3,4,3,2,2,3,3,2,3,3,2,2,3,2,3,3,3,3,3,3
v5d7b,3,3,3,3,2,2,3,3,3,2,3,2,3,3,3,2,3,2,3,2,2,2,2
kpk1k,2,2,4,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,2,3,2
1m62h,3,3,2,3,3,3,3,3,4,3,3,4,3,3,3,3,2,3,2,3,3,2,2
537yp,3,3,2,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,2,2,2,3,3
7dyyb,3,3,2,3,3,3,3,3,3,4,2,3,3,3,3,3,4,4,3,2,3,4,3
23s1x,2,3,3,3,2,3,3,3,4,2,4,2,3,3,3,3,3,3,3,2,2,3,3
9dhe2,2,3,2,2,3,3,2,3,3,3,2,2,3,4,2,3,3,4,3,3,3,3,3
mh5ib,3,2,2,2,2,2,3,3,3,2,3,2,3,2,2,3,2,2,3,3,3,3,3
6e934,3,3,3,2,3,3,2,3,3,2,3,2,4,3,2,2,2,3,3,3,3,3,3
t7og8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,2,3,3
c8ty2,3,3,3,3,4,3,4,4,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3
btb15,3,3,3,3,3,3,2,3,3,3,2,3,2,2,2,4,3,3,3,3,2,3,3
0lfu2,3,2,3,3,2,3,3,2,3,3,2,3,2,2,3,3,3,2,3,3,3,2,4
b7et4,2,3,2,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,2
69dh1,4,4,2,2,3,4,3,4,4,3,4,3,4,3,4,2,3,3,4,3,2,3,3
3j3t2,3,3,2,2,4,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
376s7,3,3,2,4,3,4,4,3,3,3,4,3,3,3,2,3,3,3,2,3,3,3,3
3c28o,3,3,3,3,3,2,2,4,3,2,3,3,2,3,2,3,3,2,4,3,2,3,3
w5645,2,3,3,2,3,3,3,2,3,3,3,3,2,3,3,1,3,3,3,1,1,3,3
fk9rj,1,3,3,3,3,3,3,3,2,4,3,4,3,2,3,3,3,3,3,3,2,2,3
05x25,3,4,2,3,3,3,3,2,3,3,2,3,4,3,3,2,2,2,3,2,3,2,2
yujjk,4,4,2,4,3,3,3,4,4,3,4,3,3,3,4,4,4,3,4,3,3,3,4
r28tl,4,3,2,3,3,3,3,2,3,3,2,3,3,4,4,3,3,4,3,3,4,4,3
x66jc,3,3,3,3,4,3,4,3,4,3,2,2,2,2,3,4,3,4,4,3,3,4,4
o2822,3,3,2,3,4,3,3,3,3,3,3,3,2,3,3,3,2,3,3,4,3,2,3
c4cqe,3,3,2,3,2,3,2,3,3,3,3,3,3,2,2,2,3,3,3,2,2,3,2
pj594,3,3,3,3,3,4,3,4,3,2,4,2,3,3,2,3,4,2,3,3,3,3,3
6isp8,3,3,3,4,2,3,3,3,4,4,3,3,4,2,3,3,3,3,2,3,3,2,3
4q6nb,3,3,3,3,3,2,2,2,3,2,2,2,2,3,3,2,2,3,2,3,3,3,3
kvb6p,4,3,2,3,3,2,3,3,3,2,3,3,3,4,4,2,2,2,3,3,4,3,3
v1ys7,2,3,3,3,2,2,3,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,3
450qw,3,4,2,3,4,3,4,4,3,3,3,4,3,3,4,3,4,4,3,4,3,4,4
y2tu5,3,3,3,3,3,3,3,4,3,3,4,4,3,3,3,4,3,4,3,4,3,2,3
f1050,4,3,2,3,4,3,3,3,3,3,3,4,3,4,3,3,3,3,3,4,3,3,3
7u69s,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,4,3,3
n08qe,4,3,3,3,3,2,4,3,3,3,3,3,3,2,3,3,3,2,3,2,3,2,3
u6y86,3,3,2,3,2,3,4,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3,3
apmqy,1,3,3,3,3,2,2,2,4,3,3,3,3,2,2,3,2,2,3,3,3,3,3
44l0f,3,3,3,3,2,2,3,3,2,2,2,3,2,2,3,3,3,2,2,3,3,2,2
ht33e,2,2,3,2,2,3,3,3,2,2,2,3,2,3,3,2,3,2,2,3,2,2,2
m9y34,2,3,4,3,3,2,2,3,2,4,3,3,2,3,3,3,4,2,3,3,3,2,3
7744m,2,2,2,2,2,3,2,2,2,3,2,3,2,2,3,2,2,2,2,3,2,2,2
fj72u,2,1,3,2,1,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2,2,2,1
976jg,3,3,2,2,3,3,2,2,2,3,3,3,4,3,3,3,2,3,1,3,3,3,3
2j1gd,3,3,3,3,2,2,3,2,2,2,2,3,3,4,3,3,3,2,2,2,3,2,2
udtdm,2,3,3,3,3,2,2,2,2,2,3,3,3,3,3,2,2,2,2,3,2,2,2
36wqh,3,3,3,2,3,3,3,3,3,3,4,3,3,2,3,3,4,3,2,3,3,3,2
i2ryy,3,2,2,3,3,2,2,2,2,2,3,2,2,3,3,3,3,2,2,4,3,3,2
4317p,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,3,3,3,3,3,3,3,3
8800n,2,4,3,2,2,3,3,3,3,2,3,2,3,3,3,3,4,2,3,2,2,2,3
5iv7q,3,3,2,3,3,4,4,4,4,3,3,3,3,3,4,4,3,2,3,4,4,4,3
c73cw,3,2,3,3,3,3,3,4,2,3,3,3,3,3,2,3,3,3,3,3,3,3,2
odsd4,2,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,4,3,3,3,3,3
0983t,2,3,3,3,2,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,2,3
o8btm,2,2,3,2,3,2,3,2,3,3,2,2,2,2,3,2,1,3,3,3,2,2,3
vb137,3,3,3,3,3,3,3,2,3,2,3,3,4,3,2,4,3,3,2,3,3,3,2
e37g9,3,2,3,4,3,3,3,3,2,3,3,3,4,3,4,2,3,3,3,3,4,3,2
pf282,3,3,3,3,3,2,3,3,4,3,3,3,2,3,4,3,3,3,3,3,3,2,4
i1x62,2,3,2,3,3,3,2,3,2,3,3,3,3,4,3,2,2,3,2,3,2,3,3
758ux,3,3,3,3,4,3,3,2,2,2,3,4,3,3,3,2,3,3,3,3,3,3,3
u13or,3,3,3,3,2,3,3,2,2,2,1,3,2,2,3,3,3,3,3,3,3,3,2
c8jh1,3,3,3,2,2,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3
t17ty,2,3,4,3,3,2,3,3,1,3,3,2,2,3,2,3,2,2,2,3,2,4,1
