id,tosr_01,tosr_02,tosr_03,tosr_04,tosr_05,tosr_06,tosr_07,tosr_08,tosr_09,tosr_10,tosr_11,tosr_12,tosr_13,tosr_14,tosr_15,tosr_16,tosr_17,tosr_18,tosr_19,tosr_20,tosr_21,tosr_22,tosr_23,tosr_24,tosr_25,tosr_26,tosr_27,tosr_28
8c690,4,5,4,2,1,3,2,5,3,3,4,4,2,3,4,2,2,3,4,3,3,3,3,2,4,4,3,3
8wb1m,2,2,2,2,2,2,2,4,3,3,3,2,3,2,1,3,3,3,5,5,2,4,3,3,5,4,1,3
u8x83,4,3,5,2,4,2,2,4,5,3,3,3,2,3,3,3,1,5,4,5,4,2,4,3,5,2,3,4
i85p1,3,3,3,2,2,2,2,4,3,4,5,4,3,4,3,5,2,3,5,5,2,3,2,3,5,4,1,3
777hh,5,5,5,4,3,3,1,3,4,3,4,5,2,3,4,3,1,4,3,3,5,5,4,4,4,3,3,3
1125w,3,5,4,2,3,4,2,4,4,3,1,3,3,4,4,4,2,2,3,4,4,3,3,2,3,4,1,3
py844,4,3,2,4,3,2,4,3,4,5,5,3,2,4,2,5,3,5,5,4,3,3,1,5,5,5,1,3
f871l,4,5,4,2,4,4,2,3,2,4,4,3,4,3,3,4,2,4,5,4,3,4,4,3,3,4,2,5
2884s,4,5,5,3,3,3,1,4,4,4,4,5,3,5,5,3,2,2,3,3,3,4,4,3,4,3,3,3
7t9dh,2,4,5,2,2,2,2,3,4,4,4,3,2,4,4,3,2,4,3,3,5,5,4,1,4,2,3,3
3d378,2,5,3,4,5,3,2,4,5,4,3,3,3,4,4,4,2,4,2,5,5,4,5,4,3,3,3,5
6ok32,4,4,3,2,3,1,3,4,3,3,5,4,3,2,3,3,2,3,4,4,3,3,3,2,4,4,3,4
r54nk,3,3,4,3,3,1,1,4,3,3,3,4,3,5,3,4,3,4,4,4,3,4,3,4,4,4,1,4
601f5,3,2,3,3,4,1,5,5,3,5,5,3,1,3,5,4,1,5,5,5,4,3,4,2,4,5,1,4
q9bxi,5,5,5,5,3,3,2,3,4,4,5,3,2,3,4,4,3,4,4,3,5,3,4,4,3,4,1,4
143iq,4,5,4,3,5,4,2,3,5,2,2,5,3,4,4,2,1,2,2,3,3,5,4,3,2,2,3,5
97517,2,4,5,3,4,4,1,3,4,2,3,3,3,4,4,3,1,2,3,2,3,4,4,4,3,3,3,4
4h966,5,4,5,2,3,2,2,3,2,4,4,3,3,3,2,3,2,4,5,5,4,2,3,3,4,3,2,4
mu6o1,2,4,4,2,5,3,1,4,3,2,3,5,2,3,3,5,2,3,3,3,3,5,2,2,3,3,2,4
3811p,5,5,5,4,3,3,1,3,5,5,3,4,2,4,4,4,2,3,3,3,5,4,5,5,5,4,4,5
k96s5,1,5,1,1,4,3,1,3,3,1,4,3,3,3,1,3,2,3,4,4,1,3,3,2,3,4,3,3
77d5j,5,5,3,2,4,5,1,4,4,3,3,4,2,4,4,4,2,4,3,3,4,3,4,3,2,3,4,3
n48d6,3,4,5,2,3,2,1,4,2,3,3,5,4,3,4,3,2,2,3,3,3,5,4,4,2,4,1,4
077r8,3,4,3,2,2,5,1,1,2,4,2,4,1,3,3,3,1,2,4,4,4,1,5,4,3,3,2,2
hh4w6,4,3,5,3,2,3,1,4,4,3,5,2,2,3,3,5,1,3,4,4,1,4,2,2,2,2,1,2
e7jm4,3,4,5,3,3,2,3,4,3,3,4,4,3,3,3,3,3,2,3,5,3,5,3,4,4,3,3,4
88o08,5,4,5,4,5,3,1,3,4,5,2,5,3,4,5,5,1,4,3,4,3,4,3,5,4,2,2,5
t44v6,5,4,4,3,2,2,2,1,3,4,4,4,3,3,4,1,1,4,4,5,4,4,2,3,3,3,2,3
5nrdp,3,4,3,3,4,2,1,4,4,2,5,4,2,4,5,5,2,3,4,4,3,3,3,3,3,3,2,4
1f41w,3,3,2,2,3,3,2,4,4,4,3,4,3,3,3,3,1,5,4,3,2,4,5,2,4,3,2,4
5fw82,4,3,5,3,4,2,3,4,3,5,5,3,3,2,4,3,1,5,5,5,5,4,2,4,5,4,1,2
34n12,4,5,4,3,4,3,1,2,4,4,3,5,2,3,3,3,2,3,4,4,5,3,2,3,4,5,1,3
1w777,5,4,4,5,5,2,3,3,4,4,1,4,3,3,4,4,2,5,3,4,4,4,5,3,3,3,1,5
q44r5,5,3,5,3,4,1,1,4,4,3,3,3,4,4,4,3,1,3,4,5,5,3,5,4,4,4,2,4
423vv,3,5,4,3,4,3,2,4,5,4,4,5,4,3,4,3,1,4,3,4,3,5,4,4,5,4,2,3
2u720,3,4,5,1,4,3,2,3,3,3,5,5,4,4,3,3,1,5,4,4,4,3,3,4,4,4,1,3
cke70,3,5,3,1,3,4,2,2,4,3,2,5,2,3,5,4,1,2,3,4,4,2,4,3,2,2,3,5
7j3qx,4,3,4,3,2,3,2,4,4,2,4,4,2,4,4,4,1,3,4,5,3,3,3,2,4,3,1,3
6g30t,4,2,5,4,3,2,5,5,5,4,5,3,3,3,3,3,1,5,5,5,4,4,2,4,5,4,1,3
hci54,4,5,5,2,5,4,1,2,2,1,2,4,2,5,5,3,2,1,1,1,5,3,5,4,2,3,3,5
88412,5,5,5,3,3,1,1,4,5,3,3,4,1,3,5,2,1,5,4,5,5,2,5,4,3,4,2,3
52iu5,3,3,5,3,3,2,3,4,4,4,5,5,2,3,4,3,1,4,4,4,2,3,2,4,4,5,1,2
7kihu,5,3,4,3,4,1,3,2,3,4,3,3,1,4,5,2,1,2,5,3,4,3,5,4,5,3,1,2
vbia8,4,5,4,3,4,2,2,3,5,5,4,5,2,4,5,4,1,4,5,4,4,3,4,4,3,3,2,4
671lp,2,4,5,3,5,2,2,2,4,3,3,4,2,3,3,3,3,4,3,5,3,3,4,3,4,3,4,3
21om3,4,3,3,3,4,1,3,4,4,5,4,4,2,5,4,4,1,5,4,4,5,4,3,4,4,5,1,3
63ne1,5,5,5,4,3,5,1,3,3,3,2,4,2,4,5,3,2,2,2,2,4,4,3,3,2,3,3,4
e2454,4,5,3,3,4,3,2,3,3,3,1,5,4,5,4,5,2,3,3,3,3,5,3,4,3,3,2,4
t15q3,5,4,4,4,4,2,2,5,2,3,5,4,2,5,3,5,2,4,4,3,5,3,4,3,4,4,2,3
64r56,4,5,5,2,5,3,1,3,3,4,4,5,3,3,3,3,1,2,3,3,4,5,5,3,2,4,2,3
45825,2,4,3,1,4,3,2,3,2,3,4,4,2,1,2,4,1,3,5,4,3,2,3,2,3,3,1,4
a91y7,1,5,3,2,4,4,1,4,5,3,2,5,3,5,5,5,2,2,3,3,3,4,4,3,2,3,3,4
1qm4s,2,4,5,2,3,3,3,4,3,4,5,3,2,3,2,5,1,4,5,5,4,4,3,5,5,5,1,2
i0w0c,4,3,3,2,3,2,4,3,3,4,5,3,2,2,2,4,1,3,5,5,3,2,3,3,4,5,1,3
133s6,2,5,4,3,3,4,1,2,3,3,3,4,2,3,2,4,1,1,3,2,2,3,5,4,1,3,1,5
ue6n7,5,3,5,4,4,2,3,5,4,4,3,3,3,5,4,4,3,4,5,4,4,4,5,4,4,4,1,3
9cir3,4,2,3,3,4,1,4,5,4,5,5,3,1,4,4,5,3,5,5,5,4,5,1,3,5,5,1,3
4uh5e,4,3,3,2,3,1,2,2,3,3,3,4,1,3,3,3,1,5,4,4,2,5,5,3,2,2,4,4
8gj77,5,2,2,3,5,3,4,3,3,5,5,5,1,4,4,4,3,4,5,5,4,3,2,4,4,4,1,4
13q5v,4,5,2,3,5,3,1,2,4,2,3,5,4,5,4,5,2,3,3,3,4,4,5,4,3,4,1,4
43f4p,4,5,4,2,2,2,1,4,3,3,3,4,3,3,4,4,1,3,4,3,3,5,4,3,4,5,1,2
c658t,2,4,5,2,5,2,2,2,4,4,4,4,3,4,4,2,1,3,3,4,3,3,4,4,3,4,3,5
56cv7,4,4,5,4,4,2,3,3,4,3,5,5,1,4,3,4,1,2,4,4,4,2,5,4,3,3,1,4
hmvei,2,5,5,1,2,2,1,3,2,2,2,4,2,2,2,3,1,2,2,4,3,3,4,2,1,2,3,3
m0l89,3,5,4,2,5,3,2,2,3,3,3,4,2,2,4,4,2,4,3,2,2,4,3,3,2,3,3,3
22q4j,5,1,4,3,3,1,2,4,2,5,5,4,4,3,3,3,1,4,5,3,4,3,4,3,4,4,1,2
att8n,1,4,4,2,5,3,2,4,3,2,3,4,1,2,3,3,1,3,4,3,4,5,4,4,4,2,1,2
i1ck1,4,3,5,3,4,2,1,4,3,5,4,5,3,4,2,5,3,4,4,3,5,3,3,3,5,5,1,4
b26s4,3,5,5,2,2,3,1,5,4,4,3,3,3,4,2,3,1,2,4,5,4,3,2,3,3,4,2,4
87auh,5,4,2,2,3,3,2,5,4,4,5,3,3,3,3,4,2,3,4,5,3,2,4,3,4,4,1,4
4ukwx,3,4,3,3,3,1,4,3,5,4,4,5,1,4,3,4,2,3,5,5,2,4,2,4,3,5,3,2
mj774,4,4,3,3,4,3,1,3,5,3,4,4,3,4,5,3,1,4,4,4,3,4,3,5,3,3,2,3
8w3tf,3,3,4,3,1,1,3,3,3,3,3,4,1,3,4,4,2,3,5,5,3,3,4,3,4,3,1,1
pd8nq,5,5,5,4,5,3,1,4,5,3,2,5,3,4,5,5,1,2,2,2,4,5,5,3,2,2,3,4
h5r6w,3,2,3,3,5,1,3,4,4,5,5,3,2,4,2,4,4,4,5,5,3,4,5,2,4,5,1,3
er173,4,4,5,1,3,2,2,2,4,4,3,4,3,3,3,3,2,4,4,3,2,5,2,2,4,4,1,4
wnb86,4,4,4,2,3,3,1,5,3,3,4,4,1,3,2,3,1,4,5,4,3,2,2,3,3,4,1,2
62w5w,4,2,3,3,4,3,3,2,1,5,5,5,4,3,4,2,2,4,5,5,4,3,3,5,4,4,1,3
b8315,3,2,2,4,4,3,3,4,4,4,4,5,3,4,4,4,2,4,5,5,4,4,2,4,5,5,1,4
ws7ue,3,5,5,3,3,3,2,3,4,2,3,4,4,4,3,3,1,3,3,3,3,3,4,4,2,3,2,3
56ig9,5,4,4,2,4,2,1,3,5,4,3,3,2,4,4,3,2,4,4,5,4,3,4,4,4,2,1,3
6e244,4,5,4,3,3,4,1,3,3,4,2,3,2,2,5,2,1,3,3,3,4,2,4,5,3,2,2,4
2w31t,3,3,3,3,3,3,2,4,2,3,3,4,2,3,2,3,3,4,4,4,2,3,3,2,4,3,2,4
70g4u,3,3,4,3,4,3,2,1,4,4,4,4,1,3,4,3,2,4,5,4,4,2,5,3,5,4,1,4
ay2l8,4,4,5,3,4,3,2,5,5,4,3,4,4,5,3,5,3,4,5,3,3,4,4,5,4,4,1,5
qt345,3,5,3,3,5,2,2,2,4,3,2,5,2,3,5,4,1,3,4,2,4,3,5,2,3,4,1,5
qi378,5,4,3,2,5,3,1,4,4,3,5,5,3,4,5,4,1,2,4,4,5,4,4,5,4,4,1,4
100eq,2,5,3,2,3,4,1,3,3,4,3,5,3,4,4,4,2,2,5,4,4,3,3,3,2,3,2,4
17g6n,2,4,5,3,3,4,1,3,3,3,4,5,4,5,4,4,3,2,3,3,3,4,4,2,5,2,1,5
7mhip,2,5,4,2,4,1,2,3,3,3,2,5,3,3,3,3,1,2,4,5,3,3,5,3,5,4,1,4
74qap,4,3,5,3,2,1,1,3,3,4,2,5,1,3,3,4,1,3,4,5,4,3,3,4,4,4,1,2
bh8dk,3,5,4,3,4,3,1,5,3,3,3,5,3,4,4,4,3,4,2,2,3,4,4,2,3,4,2,4
r95a0,3,4,4,2,3,2,2,5,3,3,4,3,4,3,3,4,2,4,4,4,2,5,3,4,4,3,2,4
j8cc7,4,5,5,4,4,3,2,2,5,3,3,4,3,4,5,3,1,4,3,3,5,3,3,1,4,2,2,5
40624,4,5,4,3,3,2,1,3,4,3,4,4,2,2,4,2,1,4,3,4,4,3,4,4,2,3,3,3
t7e2r,3,4,4,2,3,4,2,3,2,3,4,4,2,2,4,4,1,4,4,5,3,2,3,3,4,4,2,2
6t7wx,4,3,4,2,2,1,3,5,4,4,4,3,3,2,3,4,1,4,4,4,2,4,2,4,4,4,1,2
184es,5,4,3,3,4,4,2,2,4,2,4,5,2,5,5,3,1,4,5,3,3,3,5,3,3,3,1,4
58gla,2,5,4,2,3,3,1,5,3,2,3,5,3,5,2,5,3,4,3,3,3,5,4,4,3,2,3,4
fugsq,3,3,3,2,4,3,1,3,4,3,3,4,4,4,3,5,3,4,5,4,2,4,4,3,4,3,2,4
992v5,2,5,3,2,3,5,1,3,2,1,2,4,2,4,3,2,1,2,3,4,1,4,3,3,1,1,3,4
6dch4,3,4,5,3,4,3,2,3,5,3,3,4,2,4,5,5,4,2,4,2,5,2,3,4,3,3,2,4
idcnp,4,4,4,2,4,1,3,5,3,3,3,4,3,3,2,4,2,4,4,4,2,4,3,2,3,4,2,3
6j235,5,5,4,2,3,4,1,2,4,3,4,3,2,3,3,3,1,4,5,5,1,3,4,3,3,3,1,2
3i2f0,2,3,4,2,3,2,2,3,4,4,4,4,1,3,4,3,1,4,4,3,4,4,4,5,3,4,1,3
4vq58,3,5,4,4,5,4,1,3,5,3,3,4,3,5,3,5,2,4,3,4,3,4,4,4,4,4,2,5
8e207,3,5,2,2,3,4,1,3,4,2,2,5,3,3,3,4,1,2,3,3,3,4,4,2,4,2,3,4
gg7em,4,5,1,3,3,5,2,1,5,1,2,5,4,4,3,4,1,2,2,3,2,4,4,1,2,1,2,4
5ikj3,4,5,5,4,3,2,1,5,5,3,2,5,4,5,5,4,2,3,3,3,5,3,5,5,3,2,3,4
560gg,4,4,4,2,4,4,1,3,4,3,2,3,3,2,3,4,1,3,5,3,3,3,4,5,3,4,1,3
4mill,3,4,4,2,3,3,3,4,5,3,3,3,3,5,3,4,2,4,5,5,2,5,1,4,4,4,2,3
ust6y,3,5,4,2,2,4,1,4,3,3,2,3,1,2,2,4,2,3,4,5,4,3,4,1,2,3,1,2
9xb37,3,4,4,2,3,3,2,3,3,3,3,5,2,4,4,4,1,2,3,4,2,4,3,3,2,4,1,4
q2bmf,2,5,4,1,3,3,1,3,2,4,3,5,4,3,3,3,3,4,3,4,2,4,3,3,2,3,2,5
5i691,3,4,4,2,3,3,2,4,3,3,4,4,3,2,2,4,3,3,3,4,2,4,2,2,3,3,2,5
pw7v2,3,3,4,4,4,2,3,4,3,5,4,3,2,4,3,2,2,4,5,4,5,3,3,4,5,4,1,4
39c9i,4,5,3,2,3,3,1,3,2,3,2,3,2,2,3,4,1,4,3,5,4,3,2,2,2,3,1,3
x8tt3,3,4,3,2,3,3,2,2,4,3,4,4,2,3,3,1,2,4,5,5,3,4,2,4,3,3,2,2
x5i75,5,4,4,3,2,4,2,2,3,2,2,4,3,3,2,2,2,3,3,2,2,4,3,3,3,2,1,3
388sv,3,3,3,1,3,1,3,4,2,5,5,2,2,2,1,2,1,4,5,5,4,4,3,4,4,5,1,2
2gtiu,3,3,3,2,3,2,4,4,4,4,4,3,4,4,4,4,1,5,5,5,4,3,2,2,5,5,1,1
au16r,3,4,2,3,5,2,3,3,4,4,3,4,3,4,3,4,2,4,4,5,4,4,4,5,4,4,1,4
ik883,2,5,4,2,3,4,2,4,3,3,4,4,3,4,3,4,1,2,4,4,3,3,3,2,2,2,4,5
hmd7u,3,5,2,1,4,4,2,1,2,2,2,3,3,3,4,3,1,2,4,3,2,3,4,3,3,3,2,3
o61ws,5,4,4,2,5,4,1,3,4,3,2,5,2,3,3,3,2,3,2,3,2,4,4,4,2,2,2,5
1k056,3,2,4,3,3,1,2,4,5,4,3,3,2,5,4,5,3,5,5,4,3,5,3,3,4,5,1,2
0w745,2,5,2,3,4,2,1,3,4,2,2,4,1,4,2,4,2,3,4,4,3,2,4,3,4,3,1,4
3626l,4,5,4,3,3,4,1,4,4,3,3,5,3,4,5,5,2,5,4,3,3,5,3,4,4,4,2,4
94023,2,5,5,3,5,3,1,2,4,3,3,5,3,4,4,4,1,3,2,2,3,4,5,3,2,2,1,5
1jm84,2,5,5,2,3,3,2,4,4,4,2,4,4,2,4,3,1,4,2,5,5,4,3,4,3,2,1,4
9b7qo,5,4,2,4,5,3,2,3,5,3,3,5,2,5,3,3,2,3,2,4,2,4,5,4,3,3,1,5
3w2c5,4,5,5,4,3,2,1,2,3,4,4,5,2,3,3,3,1,4,5,3,5,1,3,4,5,5,2,3
vymad,3,4,4,1,4,3,1,2,3,2,2,5,1,3,4,2,1,3,4,4,2,3,4,3,4,3,1,3
mqw15,4,4,4,4,4,3,2,5,4,4,3,2,3,4,4,5,2,3,4,4,2,5,4,3,3,4,1,3
l627o,4,3,4,3,3,3,4,5,4,5,5,3,2,4,4,5,1,4,5,5,2,4,3,4,4,5,1,2
h1tlh,5,4,5,4,3,3,1,4,5,4,3,4,3,5,3,5,2,3,3,3,4,4,5,4,4,3,2,4
g7a30,2,3,3,3,4,2,2,4,3,3,4,4,1,3,4,3,1,2,5,4,3,3,5,2,2,3,1,4
tc4jw,3,2,2,2,4,1,3,4,3,4,2,4,4,3,3,3,2,5,5,5,3,4,2,3,4,5,1,3
vv481,4,3,3,3,3,2,2,2,4,5,4,4,3,4,4,4,1,4,5,5,4,4,3,5,4,4,2,3
q7w22,3,5,4,2,3,3,3,2,3,4,5,5,2,3,2,2,2,4,5,4,4,5,5,4,4,4,1,3
3efxm,5,5,3,3,3,2,2,4,2,3,4,5,1,2,4,4,1,4,4,5,2,5,4,3,3,4,2,2
xrwp4,3,4,3,5,3,2,3,4,5,4,4,4,4,5,3,4,2,4,3,4,4,4,5,2,2,2,2,4
05a1t,3,5,5,2,5,2,1,3,5,3,2,5,3,5,5,3,1,3,3,3,5,3,5,4,3,3,4,5
etw65,3,3,3,2,4,2,2,2,4,3,4,4,2,3,3,2,1,4,4,4,2,3,5,4,4,4,1,2
ixs33,3,3,5,2,2,1,3,4,1,3,5,3,3,4,4,4,1,4,5,4,4,3,5,3,3,4,1,3
8n1hx,4,2,4,3,4,1,3,5,5,5,5,3,4,3,2,4,2,5,5,5,3,4,3,4,5,5,2,3
32b72,4,5,4,4,4,2,1,4,5,5,2,5,1,4,3,3,2,2,2,3,4,4,4,4,4,4,1,4
1mi46,3,5,4,3,3,4,1,2,5,2,1,3,3,3,4,3,2,2,2,2,3,3,5,3,2,2,2,5
spbnu,3,3,5,2,3,2,2,3,3,3,2,4,2,3,5,3,2,1,3,4,4,3,3,1,3,3,1,5
74n3m,3,3,4,3,5,3,1,3,4,3,4,4,2,4,5,5,1,4,4,4,4,1,4,4,3,5,1,3
yv1v6,2,4,5,3,2,1,3,4,3,4,3,4,1,3,3,4,2,5,5,4,3,5,3,4,3,4,1,2
3860g,3,4,3,2,3,1,4,5,3,4,2,4,4,4,4,5,2,4,4,4,4,3,3,3,4,4,1,4
1u899,4,3,5,3,3,2,3,4,3,3,3,4,4,4,4,3,1,4,4,5,5,3,4,2,4,3,1,2
97ap3,5,3,4,4,5,3,2,4,4,4,4,2,2,2,5,3,1,3,4,5,5,3,3,5,4,4,1,3
6o8cy,4,5,4,2,4,2,2,4,3,5,3,4,4,4,3,5,2,5,4,5,4,3,4,3,4,4,1,4
qgxcd,5,4,5,5,5,1,2,4,4,5,4,5,2,5,5,5,2,5,4,4,5,4,4,5,5,5,1,4
i363q,3,4,5,1,2,2,3,3,1,3,3,5,3,1,3,1,1,5,5,4,2,2,2,4,2,4,2,2
8wfs1,5,5,4,2,3,3,2,3,5,3,2,5,1,5,3,2,1,4,3,2,4,3,4,4,3,3,3,5
hvm34,4,3,3,2,2,2,3,5,3,5,5,5,4,3,3,3,1,4,5,5,4,4,2,3,4,4,1,3
jlvny,4,3,3,5,4,2,3,5,5,5,5,3,5,5,4,5,3,5,5,4,4,5,5,4,4,4,1,4
56255,3,5,5,2,2,3,1,3,3,3,3,3,2,4,2,3,2,4,5,4,4,4,3,4,3,4,2,3
32b38,2,3,5,3,4,4,2,4,4,2,4,4,3,4,3,4,3,5,4,3,5,5,4,2,4,3,1,4
68sjh,3,4,3,3,3,4,2,3,4,2,3,5,2,4,2,4,2,3,3,2,3,3,3,2,2,1,2,4
py0m2,2,4,4,1,4,3,2,3,3,3,4,5,3,3,3,2,1,3,4,3,4,3,3,3,4,3,3,3
7d3c0,3,5,3,3,4,1,2,3,4,4,2,4,2,3,3,3,3,4,5,4,4,5,4,3,3,3,1,5
48wk6,2,3,3,2,4,2,3,3,2,4,4,4,2,3,4,3,1,4,4,4,3,3,3,3,5,4,1,3
4qtfb,4,4,4,1,3,2,2,3,3,4,3,4,2,3,1,3,1,5,5,5,4,3,4,4,2,3,2,3
y2k10,2,5,3,2,4,3,1,3,4,3,4,5,3,3,3,2,1,4,4,4,2,4,4,3,2,2,2,3
7wdn9,2,5,5,3,3,4,1,5,4,3,3,4,3,4,3,3,2,4,2,3,3,2,2,4,3,1,3,4
gfl69,4,4,5,3,2,3,2,4,3,3,5,5,1,4,4,4,2,4,5,4,3,5,3,3,3,4,1,4
4lu4h,4,3,4,4,5,2,1,5,3,4,4,5,2,4,4,5,1,3,4,5,5,4,5,3,4,4,2,4
65725,5,4,4,3,3,1,2,5,3,3,3,4,3,4,4,5,3,5,5,3,4,4,4,3,5,4,2,4
68mgl,5,3,4,2,4,2,3,4,4,4,4,2,2,3,4,5,2,2,4,3,4,3,4,5,4,4,1,3
q566i,4,4,5,2,2,2,2,3,2,4,4,3,2,2,3,4,1,3,4,5,3,2,4,2,2,3,3,4
fe2s5,4,5,3,2,5,4,1,4,4,3,2,5,2,2,3,2,1,3,2,3,3,4,4,4,2,2,2,5
5k8wa,3,4,2,1,2,2,2,3,2,3,3,5,2,2,3,3,1,3,5,3,1,3,5,1,5,2,2,2
ba7u3,5,3,4,3,5,4,1,5,4,2,3,5,2,4,4,5,3,3,3,3,3,3,4,4,3,1,1,5
01nvv,4,4,4,4,3,2,2,4,4,3,2,4,1,3,4,3,2,5,4,4,4,2,4,4,4,3,2,4
dx0q3,4,2,3,4,4,1,4,5,5,5,4,2,4,5,5,4,3,3,5,4,4,5,2,4,4,4,1,2
489s7,4,3,5,5,3,2,2,4,4,4,4,3,2,5,5,4,3,5,4,4,5,3,4,3,3,4,2,4
4c36e,4,2,3,1,4,1,4,4,4,4,5,4,3,3,3,5,2,5,5,5,3,4,2,3,5,5,1,3
65hj2,3,2,3,3,3,2,1,3,4,3,5,2,2,4,3,3,2,4,4,4,3,4,4,3,4,4,1,3
4f316,4,2,5,4,2,2,2,5,3,5,4,3,2,3,4,4,2,3,5,4,4,5,1,4,3,4,2,2
7269s,5,5,3,3,4,3,2,2,5,5,4,3,3,3,4,4,1,5,4,3,4,1,4,5,4,5,1,4
5g142,3,4,2,1,2,1,2,5,2,3,4,4,3,2,1,4,1,5,4,5,3,4,3,2,3,4,2,2
5ji86,3,1,4,4,3,1,4,4,3,5,5,4,4,5,3,3,3,4,5,4,4,5,4,3,4,4,1,3
n3x77,2,5,3,2,5,4,1,4,4,2,2,4,2,4,4,2,1,2,3,2,3,3,4,2,2,1,3,5
vhh19,1,1,3,1,3,1,2,5,3,4,5,4,4,3,3,4,2,5,5,5,3,5,3,2,4,5,1,2
sd25n,3,5,5,2,3,4,1,5,5,2,3,4,3,5,4,4,1,3,3,3,3,4,4,3,3,3,2,4
gxpv7,2,5,4,2,3,3,2,2,3,2,3,4,1,3,2,3,1,3,4,5,5,3,2,3,2,3,3,3
r4vqe,5,4,3,3,4,2,3,3,5,4,3,4,4,5,5,3,2,4,5,4,4,5,3,4,3,3,2,4
5pa4r,5,3,5,3,3,3,1,3,3,4,3,5,2,4,5,4,2,4,4,3,4,2,4,4,3,3,3,5
a1i42,3,5,4,3,4,3,3,2,4,3,2,5,2,2,4,4,1,3,3,3,4,3,3,2,4,3,3,3
1587m,4,4,4,3,1,2,1,3,3,5,3,5,2,3,4,3,1,3,4,4,4,2,4,4,3,5,3,4
4jufa,3,5,4,2,5,4,2,2,4,4,4,5,1,2,3,4,1,2,4,2,3,3,3,4,3,3,1,2
47w0f,5,4,3,4,4,2,2,4,4,5,4,3,3,5,5,5,2,3,3,5,5,2,5,3,5,3,2,4
5tmh1,3,5,5,2,3,3,2,2,3,3,4,5,3,3,4,2,2,3,4,4,3,3,3,2,3,3,1,4
1xd58,5,3,5,5,5,2,1,4,4,5,4,3,1,2,4,4,2,5,5,5,4,3,3,3,4,5,1,3
h08h0,3,5,4,2,3,2,2,4,3,3,4,5,1,3,3,2,1,3,5,5,4,3,4,3,4,3,2,5
d7cv0,2,3,3,2,2,1,2,2,3,3,2,4,1,1,3,2,1,4,5,5,3,4,3,3,5,4,2,2
0v24j,5,3,4,4,4,1,3,3,3,4,3,5,2,4,5,3,1,5,4,4,5,3,4,4,3,5,1,3
731hp,4,5,5,4,5,3,3,5,5,3,3,4,2,5,4,4,3,4,3,4,5,3,4,3,4,3,3,5
6ov17,5,5,5,4,5,3,2,3,5,4,2,5,4,5,5,5,1,3,3,4,5,3,5,5,3,4,1,4
x5nh8,4,2,4,2,3,2,3,4,3,5,4,4,2,2,3,2,1,3,5,5,5,4,2,2,5,4,1,2
94j5t,3,5,5,4,2,4,1,3,4,2,3,3,4,5,4,3,3,3,3,3,3,4,4,3,4,4,2,4
74v3y,3,5,5,1,3,4,1,3,5,2,1,5,1,2,4,2,1,3,3,3,3,1,3,2,3,3,1,4
5e4c4,5,2,3,2,4,2,3,3,3,5,4,2,3,3,4,3,1,4,5,5,4,3,4,4,5,5,2,2
sx6h9,5,5,5,4,4,3,1,3,4,3,2,4,2,5,5,3,1,4,2,4,5,4,4,4,3,4,2,4
i908t,3,4,3,2,3,3,2,2,2,4,5,3,1,1,2,2,1,4,5,4,2,3,3,2,2,3,2,2
393o3,3,5,4,3,4,5,1,2,4,3,2,5,2,3,4,3,1,1,2,3,4,1,4,3,2,2,3,5
j1veb,4,5,3,3,4,3,2,3,2,3,3,4,3,4,2,3,2,4,3,4,4,3,4,3,5,3,2,4
986t7,3,2,4,2,4,2,2,2,1,5,5,4,2,1,2,2,2,5,5,5,1,3,2,3,5,5,1,2
7m68q,4,3,4,2,3,1,2,3,4,4,2,3,2,4,3,3,1,3,4,5,4,5,3,4,4,5,1,4
2912m,4,5,3,1,3,3,1,3,1,3,3,5,2,3,3,3,2,2,3,3,2,3,3,2,2,3,3,4
9r2d9,3,4,4,2,3,4,1,1,3,1,3,4,3,3,4,1,1,3,2,3,3,1,5,4,3,2,2,5
00my7,3,4,4,1,4,2,4,4,3,4,3,3,2,3,4,3,2,3,5,5,4,3,3,2,4,3,2,2
5x6xy,3,5,2,2,3,4,1,4,2,3,4,4,2,3,2,5,2,2,3,4,3,3,2,3,3,3,4,3
8om15,3,3,4,2,5,2,5,3,3,4,5,4,2,4,3,3,1,4,5,5,5,3,2,3,5,5,1,3
f2463,3,3,2,1,4,4,1,3,2,4,3,5,3,4,3,5,1,2,4,3,4,5,5,3,4,3,2,5
4n1m4,4,3,4,1,3,2,3,4,3,4,3,4,3,2,4,5,2,5,5,5,3,4,2,4,4,4,1,3
sc6av,4,3,4,2,5,1,2,4,5,4,3,3,4,5,4,5,3,5,3,3,3,3,5,3,3,4,3,4
32ryi,5,3,5,3,4,4,1,3,4,3,3,2,4,4,4,5,4,3,3,3,4,3,4,4,4,2,3,5
4tj6e,5,3,5,4,4,1,1,3,3,5,2,5,3,4,4,2,1,4,3,3,5,3,4,5,4,5,1,4
x737v,5,2,4,4,5,2,2,5,4,5,3,4,2,4,4,5,2,2,5,4,4,5,3,4,4,4,2,4
a8b27,3,4,5,3,5,4,2,5,2,3,4,4,2,3,5,3,2,3,3,3,4,3,4,3,3,3,3,5
wrcpk,4,3,4,1,1,2,3,3,5,3,3,3,3,1,3,2,1,3,5,4,3,2,1,4,4,4,1,2
kw745,3,5,5,3,4,3,3,4,4,4,4,3,4,3,5,4,1,4,4,4,4,2,4,5,3,3,3,5
