id,age,sex,status,profile,extraversion,narcissism,rating_type,rating
34,13,M,0,NA,31,24,Glamour,NA
36,13,F,0.25,NA,49,36,Glamour,NA
37,13,M,1,4,40,22,Glamour,1
38,13,F,1,9,35,26,Glamour,2
39,13,F,7,12,60,33,Glamour,3
41,13,F,NA,12,38,26,Glamour,3
42,13,F,NA,13,37,22,Glamour,3
43,13,F,7,12,50,31,Glamour,3
44,13,F,7,17,43,50,Glamour,4
45,13,M,1,NA,37,39,Glamour,NA
46,13,F,7,13,46,37,Glamour,3
48,13,M,0.5,NA,47,24,Glamour,NA
56,14,M,0.25,NA,37,38,Glamour,NA
57,14,F,2.33,NA,43,26,Glamour,NA
58,14,NA,0,NA,42,29,Glamour,NA
61,14,M,7,NA,40,42,Glamour,NA
62,14,F,0.5,9,51,30,Glamour,2
63,14,F,0.5,14,43,33,Glamour,3
64,14,F,1,NA,45,42.52,Glamour,NA
65,14,F,1,13,50,38,Glamour,4
67,14,F,7,NA,40,36,Glamour,NA
68,14,F,NA,15,48,30,Glamour,4
70,14,F,0.5,9,50,45,Glamour,2
71,14,M,0,NA,42,33,Glamour,NA
72,14,F,3.5,4,47,23,Glamour,1
74,14,F,0.75,11,51,30,Glamour,3
75,14,F,0.08,12,49,39,Glamour,3
76,14,F,3,5,37,21,Glamour,1
77,14,M,1,NA,38,20,Glamour,NA
78,14,M,0,NA,49,33,Glamour,NA
79,14,F,7,13,48,31,Glamour,3
80,14,M,0.75,11,49,41,Glamour,3
81,14,M,2,NA,37,33,Glamour,NA
82,14,M,0,7,46,38,Glamour,1
83,14,M,0,NA,44,23,Glamour,NA
84,14,F,0.25,NA,38,17,Glamour,NA
89,15,F,0.25,NA,45,35,Glamour,NA
90,15,F,2,10,52,35,Glamour,2
91,15,M,7,8,39,26,Glamour,2
93,15,F,3.5,16,44.16,35,Glamour,3
95,15,M,0.25,13,51,48,Glamour,3
96,15,F,0.5,8,38,23,Glamour,1
97,15,M,0.25,16,54,41,Glamour,4
98,15,F,NA,12,47.87,36,Glamour,3
99,15,F,0.5,12,50,29,Glamour,3
100,15,F,2,10,47,34,Glamour,2
101,15,F,7,14,57,50,Glamour,3
102,15,M,1,13,42,36,Glamour,3
103,15,F,1,12,43,27,Glamour,3
105,15,F,0.5,12,44,31,Glamour,3
106,15,F,0.75,14,48,35,Glamour,4
107,15,F,0.25,9,45,25,Glamour,2
108,15,F,1,12,45,23,Glamour,3
109,15,F,0,6,44,32,Glamour,1
110,15,M,1,13,45,32,Glamour,3
111,15,F,1.25,12,47,32,Glamour,3
112,15,F,1,11,44,25,Glamour,2
113,15,M,1,11,38,36,Glamour,3
114,15,F,3.5,12,44,37,Glamour,3
115,15,F,0.5,12,40,33,Glamour,3
116,15,F,1,8,41,19,Glamour,2
117,15,F,1,5,38,25,Glamour,1
118,15,F,0.5,6,35,36,Glamour,2
119,15,F,0.5,12,42,33,Glamour,3
120,15,M,0.5,12,44,29,Glamour,3
139,12,M,0.5,4,40,31,Glamour,1
140,13,M,NA,NA,53,37,Glamour,NA
141,12,F,3,NA,42,45,Glamour,NA
142,14,M,0,NA,33,30,Glamour,NA
143,13,F,2,12,43,34,Glamour,3
144,13,F,0.083,18,47,34,Glamour,4
145,13,F,0.5,4,41,26,Glamour,1
146,13,F,0.5,7,43,20,Glamour,1
147,13,M,1,12,39,36.41,Glamour,3
148,13,M,7,20,45,28.46,Glamour,5
149,13,F,7,15,52,45,Glamour,3
150,13,F,1.75,10,52,28,Glamour,2
151,NA,M,2,NA,45,53,Glamour,NA
152,12,F,2,10,46,29,Glamour,3
153,13,F,7,NA,44,44,Glamour,NA
154,14,M,1,12,39,36,Glamour,3
156,13,F,7,9,40,42,Glamour,2
157,13,M,0.5,7,46,27.44,Glamour,2
158,13,M,7,7,33,23,Glamour,1
159,13,M,NA,NA,41,34,Glamour,NA
160,NA,F,0.5,6,48,40.52,Glamour,1
161,14,M,NA,NA,38,28,Glamour,NA
164,17,M,1,13,41,41,Glamour,3
165,15,F,0.25,4,38,17,Glamour,1
166,15,F,0,NA,42,17,Glamour,NA
167,15,F,7,11,47,39,Glamour,2
168,15,F,7,12,35,24,Glamour,3
170,15,M,0,15,48,50,Glamour,3
171,15,M,NA,NA,46,36,Glamour,NA
172,15,M,2,12,36,35,Glamour,3
173,15,F,4,5,34,21,Glamour,1
174,18,M,0,9,34,28,Glamour,2
175,15,F,7,12,35,22,Glamour,3
176,14,F,0.25,12,47,35,Glamour,3
177,15,F,0.25,NA,36,18,Glamour,NA
178,15,M,0.042,16,46,29,Glamour,4
179,15,M,0.25,NA,41,29,Glamour,NA
181,15,F,14,16,53,42,Glamour,4
182,14,F,0,11,44,27,Glamour,3
183,15,F,0,12,46,27,Glamour,3
184,16,F,0.042,17,42,36,Glamour,5
185,15,M,0,NA,28,34,Glamour,NA
186,15,F,0.5,11,41,40,Glamour,2
187,14,F,0.5,8,40,25,Glamour,2
188,15,M,1,12,45,42,Glamour,3
189,15,M,0,NA,39,31,Glamour,NA
191,15,F,0.25,10,36,25,Glamour,3
192,15,M,0.25,12,43,33,Glamour,3
193,15,M,0,20,41,36,Glamour,5
194,15,M,0.021,20,51,45,Glamour,5
195,15,F,7,NA,46,45,Glamour,NA
196,15,F,0.25,NA,37,23,Glamour,NA
197,15,F,0.25,NA,41.76,29,Glamour,NA
198,15,F,0.25,12,38,31,Glamour,3
199,15,F,0.25,6,47,23,Glamour,1
200,15,F,0.5,NA,49,45,Glamour,NA
201,15,F,1,9,43,28,Glamour,2
202,15,F,0.25,NA,36,19,Glamour,NA
203,15,F,2,12,38,26,Glamour,3
204,14,F,0.5,14,50,37.06,Glamour,4
205,15,F,2,12,58,38,Glamour,3
206,15,F,0.25,NA,49,37,Glamour,NA
207,15,F,0.021,NA,43,42,Glamour,NA
208,15,F,0.25,8,35,23,Glamour,2
209,16,F,0.25,18,50,40,Glamour,4
211,15,M,0.25,11,45,41,Glamour,3
212,15,M,0.25,NA,39,39.06,Glamour,NA
213,15,F,0,10,48.6,28,Glamour,3
214,15,M,3.5,20,56,47,Glamour,5
215,15,M,1,12,49,46,Glamour,3
216,16,M,0.5,NA,33,25,Glamour,NA
217,15,F,1,12,47,30,Glamour,3
218,15,F,0,NA,43,31,Glamour,NA
219,15,F,1,13,37,41,Glamour,3
220,15,F,0.042,14,48,34,Glamour,2
221,15,F,0,12,46,26,Glamour,3
222,14,M,4,19,45,35,Glamour,5
223,15,M,0.021,NA,38,32,Glamour,NA
224,15,M,0,NA,43,37,Glamour,NA
225,15,F,1.75,8,50,36,Glamour,1
226,15,F,1,12,52,30,Glamour,3
227,15,F,1,12,42,31,Glamour,3
234,14,M,0.25,NA,53,35,Glamour,NA
235,14,M,1,NA,43,39,Glamour,NA
236,14,M,NA,16,43,38,Glamour,4
237,14,M,NA,12,45,44,Glamour,3
238,14,M,0.25,12,39,24.52,Glamour,3
239,14,M,1,NA,31,25,Glamour,NA
241,14,F,0.25,NA,41,33,Glamour,NA
242,14,F,1,12,44,36,Glamour,3
243,14,F,0.5,4,49,36,Glamour,1
244,14,M,0.25,NA,36,29,Glamour,NA
245,14,M,0.021,8,37,37,Glamour,2
246,14,M,7,20,50,52,Glamour,5
247,14,F,7,12,40,33,Glamour,3
248,14,M,1,14,49,31,Glamour,3
249,14,M,0.25,12,50,39,Glamour,3
250,14,F,4,9,42,27,Glamour,2
251,14,F,3,10,49,35,Glamour,3
252,13,F,0,12,49,33,Glamour,3
253,14,F,7,8,57,29,Glamour,2
255,14,F,7,12,48,38,Glamour,3
256,14,F,0.25,10,41,34,Glamour,2
257,14,F,1,NA,37,36,Glamour,NA
258,14,F,NA,16,54,41,Glamour,4
264,16,M,0,4,45,38,Glamour,1
272,15,F,7,14,47.08,32,Glamour,3
273,15,M,1.14,12,33,21,Glamour,3
274,15,M,3,4,40,37,Glamour,1
275,15,F,1,12,42,36,Glamour,3
276,15,F,1,NA,46,34,Glamour,NA
277,15,M,0,12,45,45,Glamour,3
279,15,F,0,NA,32,36,Glamour,NA
280,15,F,0.125,12,41,19,Glamour,3
281,16,F,2.33,16,40,31,Glamour,4
282,16,F,0.083,11,43,35,Glamour,2
283,17,F,0.5,9,43,23,Glamour,2
284,18,M,0.019,9,54,31.06,Glamour,2
285,15,F,0,NA,43,39,Glamour,NA
286,15,M,0.25,NA,40,30,Glamour,NA
287,16,F,1,19,47,38,Glamour,4
288,16,F,0.5,11,39,30,Glamour,2
289,15,F,3,NA,34,28,Glamour,NA
290,15,F,0.75,12,51,39,Glamour,3
291,15,F,0,4,39,34,Glamour,1
292,15,F,0,NA,33,28,Glamour,NA
293,15,F,2,12,47,38,Glamour,3
294,15,F,1,13,41,40,Glamour,3
295,15,F,1,9,46,27,Glamour,2
296,16,M,NA,NA,35,28,Glamour,NA
314,14,F,0.5,10,43,33,Glamour,3
316,13,F,1,NA,35,28.06,Glamour,NA
318,15,F,0,12,48,39.47,Glamour,3
319,14,F,0.5,8,46,31,Glamour,2
320,14,F,7,12,39,24,Glamour,3
321,14,F,NA,15,55,49,Glamour,3
322,14,F,1.25,15,52,30,Glamour,3
324,14,F,14,16,49,34,Glamour,4
325,14,F,0.25,4,41,32,Glamour,1
326,14,M,0,NA,54,30,Glamour,NA
327,14,M,0.25,12,38,44,Glamour,3
328,14,F,7,10,53,35,Glamour,2
329,14,M,1,12,42,24,Glamour,3
330,14,F,NA,9,41,32,Glamour,2
331,14,M,0.019,20,51,45,Glamour,5
332,14,F,0.25,NA,50,24,Glamour,NA
338,13,F,0.25,8,44,14,Glamour,2
339,13,F,0.019,NA,43,17,Glamour,NA
340,13,M,1,11,43,36,Glamour,2
341,13,M,1,12,42,41,Glamour,3
342,13,M,0,NA,36,20,Glamour,NA
343,12,F,0,14,44,31,Glamour,3
344,12,F,0,NA,41,29,Glamour,NA
345,13,F,0,8,45,26,Glamour,2
347,12,F,0.5,12,53,47,Glamour,3
348,13,F,7,NA,42,33,Glamour,NA
349,13,F,0.25,12,44,29,Glamour,3
350,13,F,2,12,35,22,Glamour,3
351,13,M,0.25,NA,32,25,Glamour,NA
352,13,M,0.25,NA,45,16,Glamour,NA
353,15,M,2,NA,40.08,37,Glamour,NA
355,15,F,NA,8,38,25,Glamour,2
356,13,F,NA,8,36,23,Glamour,2
357,13,F,1,10,39,22,Glamour,2
361,13,M,2,17,51,51,Glamour,3
362,13,M,0.25,NA,44,40,Glamour,NA
367,16,F,0,16,37,30,Glamour,4
368,14,M,7,NA,36,36,Glamour,NA
369,13,F,0.25,NA,38,29,Glamour,NA
371,13,F,0.5,NA,50,33.99,Glamour,NA
372,14,F,0.25,10,47,26,Glamour,3
373,13,M,0.33,8,42,34,Glamour,2
375,14,M,0.019,17,48,41.39,Glamour,4
376,14,M,0.25,13,42,42,Glamour,3
377,14,M,NA,12,39,33,Glamour,3
378,14,M,0,12,37,36,Glamour,3
379,14,M,1,20,47,37,Glamour,5
380,14,M,NA,14,46,30,Glamour,3
381,14,F,2,12,44,36,Glamour,3
383,14,F,0.5,12,37,36,Glamour,3
385,16,M,1,16,45,38,Glamour,4
388,15,F,3.5,16,44,42,Glamour,4
2,13,M,1,8,40,31,Cool,2
3,13,M,1,8,39,37,Cool,2
4,13,M,0.06,NA,38,16,Cool,NA
5,13,M,0,NA,26,26,Cool,NA
6,13,M,1,12,51,44.47,Cool,3
7,13,M,0.25,10,44,30,Cool,3
8,13,F,NA,14,38,28,Cool,3
9,13,F,NA,NA,46,23,Cool,NA
10,13,M,0.02,NA,38,15,Cool,NA
11,13,M,7,NA,58,55,Cool,NA
12,13,F,0,NA,39,21,Cool,NA
14,13,M,1,NA,46,41,Cool,NA
15,13,M,3.5,20,48,42,Cool,5
16,13,F,NA,12,36.76,23.47,Cool,3
17,13,F,0.5,7,30,28,Cool,2
18,13,F,1,NA,26,29,Cool,NA
19,13,F,0.25,NA,42,15,Cool,NA
20,13,F,1,12,49,44,Cool,3
22,13,M,0.25,NA,41,27,Cool,NA
24,13,M,7,NA,29,30,Cool,NA
25,13,F,1,15,57,40,Cool,2
26,13,F,3.5,12,39,32.46,Cool,3
27,13,M,0,8,35,24,Cool,5
28,13,M,7,13,40,38,Cool,3
29,13,M,0,12,32,19,Cool,3
30,13,M,1,NA,48.76,32,Cool,NA
31,13,M,7,12,36,22,Cool,3
32,13,M,0,12,47,48,Cool,3
34,13,M,0,NA,31,24,Cool,NA
36,13,F,0.25,NA,49,36,Cool,NA
37,13,M,1,4,40,22,Cool,1
38,13,F,1,9,35,26,Cool,2
39,13,F,7,12,60,33,Cool,3
41,13,F,NA,12,38,26,Cool,3
42,13,F,NA,13,37,22,Cool,5
43,13,F,7,12,50,31,Cool,3
44,13,F,7,17,43,50,Cool,4
45,13,M,1,NA,37,39,Cool,NA
46,13,F,7,13,46,37,Cool,3
48,13,M,0.5,NA,47,24,Cool,NA
56,14,M,0.25,NA,37,38,Cool,NA
57,14,F,2.33,NA,43,26,Cool,NA
58,14,NA,0,NA,42,29,Cool,NA
61,14,M,7,NA,40,42,Cool,NA
62,14,F,0.5,9,51,30,Cool,2
63,14,F,0.5,14,43,33,Cool,5
64,14,F,1,NA,45,42.52,Cool,NA
65,14,F,1,13,50,38,Cool,3
67,14,F,7,NA,40,36,Cool,NA
68,14,F,NA,15,48,30,Cool,4
70,14,F,0.5,9,50,45,Cool,3
71,14,M,0,NA,42,33,Cool,NA
72,14,F,3.5,4,47,23,Cool,1
74,14,F,0.75,11,51,30,Cool,2
75,14,F,0.08,12,49,39,Cool,3
76,14,F,3,5,37,21,Cool,1
77,14,M,1,NA,38,20,Cool,NA
78,14,M,0,NA,49,33,Cool,NA
79,14,F,7,13,48,31,Cool,4
80,14,M,0.75,11,49,41,Cool,2
81,14,M,2,NA,37,33,Cool,NA
82,14,M,0,7,46,38,Cool,2
83,14,M,0,NA,44,23,Cool,NA
84,14,F,0.25,NA,38,17,Cool,NA
89,15,F,0.25,NA,45,35,Cool,NA
90,15,F,2,10,52,35,Cool,3
91,15,M,7,8,39,26,Cool,2
93,15,F,3.5,16,44.16,35,Cool,5
95,15,M,0.25,13,51,48,Cool,4
96,15,F,0.5,8,38,23,Cool,3
97,15,M,0.25,16,54,41,Cool,4
98,15,F,NA,12,47.87,36,Cool,3
99,15,F,0.5,12,50,29,Cool,3
100,15,F,2,10,47,34,Cool,3
101,15,F,7,14,57,50,Cool,4
102,15,M,1,13,42,36,Cool,4
103,15,F,1,12,43,27,Cool,3
105,15,F,0.5,12,44,31,Cool,3
106,15,F,0.75,14,48,35,Cool,3
107,15,F,0.25,9,45,25,Cool,2
108,15,F,1,12,45,23,Cool,3
109,15,F,0,6,44,32,Cool,3
110,15,M,1,13,45,32,Cool,4
111,15,F,1.25,12,47,32,Cool,3
112,15,F,1,11,44,25,Cool,3
113,15,M,1,11,38,36,Cool,2
114,15,F,3.5,12,44,37,Cool,3
115,15,F,0.5,12,40,33,Cool,3
116,15,F,1,8,41,19,Cool,2
117,15,F,1,5,38,25,Cool,1
118,15,F,0.5,6,35,36,Cool,1
119,15,F,0.5,12,42,33,Cool,3
120,15,M,0.5,12,44,29,Cool,3
139,12,M,0.5,4,40,31,Cool,1
140,13,M,NA,NA,53,37,Cool,NA
141,12,F,3,NA,42,45,Cool,NA
142,14,M,0,NA,33,30,Cool,NA
143,13,F,2,12,43,34,Cool,3
144,13,F,0.083,18,47,34,Cool,4
145,13,F,0.5,4,41,26,Cool,1
146,13,F,0.5,7,43,20,Cool,3
147,13,M,1,12,39,36.41,Cool,4
148,13,M,7,20,45,28.46,Cool,5
149,13,F,7,15,52,45,Cool,5
150,13,F,1.75,10,52,28,Cool,3
151,NA,M,2,NA,45,53,Cool,NA
152,12,F,2,10,46,29,Cool,2
153,13,F,7,NA,44,44,Cool,NA
154,14,M,1,12,39,36,Cool,3
156,13,F,7,9,40,42,Cool,3
157,13,M,0.5,7,46,27.44,Cool,1
158,13,M,7,7,33,23,Cool,2
159,13,M,NA,NA,41,34,Cool,NA
160,NA,F,0.5,6,48,40.52,Cool,2
161,14,M,NA,NA,38,28,Cool,NA
164,17,M,1,13,41,41,Cool,3
165,15,F,0.25,4,38,17,Cool,1
166,15,F,0,NA,42,17,Cool,NA
167,15,F,7,11,47,39,Cool,3
168,15,F,7,12,35,24,Cool,3
170,15,M,0,15,48,50,Cool,5
171,15,M,NA,NA,46,36,Cool,NA
172,15,M,2,12,36,35,Cool,3
173,15,F,4,5,34,21,Cool,1
174,18,M,0,9,34,28,Cool,2
175,15,F,7,12,35,22,Cool,3
176,14,F,0.25,12,47,35,Cool,3
177,15,F,0.25,NA,36,18,Cool,NA
178,15,M,0.042,16,46,29,Cool,4
179,15,M,0.25,NA,41,29,Cool,NA
181,15,F,14,16,53,42,Cool,4
182,14,F,0,11,44,27,Cool,2
183,15,F,0,12,46,27,Cool,3
184,16,F,0.042,17,42,36,Cool,3
185,15,M,0,NA,28,34,Cool,NA
186,15,F,0.5,11,41,40,Cool,3
187,14,F,0.5,8,40,25,Cool,1
188,15,M,1,12,45,42,Cool,3
189,15,M,0,NA,39,31,Cool,NA
191,15,F,0.25,10,36,25,Cool,5
192,15,M,0.25,12,43,33,Cool,3
193,15,M,0,20,41,36,Cool,5
194,15,M,0.021,20,51,45,Cool,5
195,15,F,7,NA,46,45,Cool,NA
196,15,F,0.25,NA,37,23,Cool,NA
197,15,F,0.25,NA,41.76,29,Cool,NA
198,15,F,0.25,12,38,31,Cool,3
199,15,F,0.25,6,47,23,Cool,2
200,15,F,0.5,NA,49,45,Cool,NA
201,15,F,1,9,43,28,Cool,2
202,15,F,0.25,NA,36,19,Cool,NA
203,15,F,2,12,38,26,Cool,3
204,14,F,0.5,14,50,37.06,Cool,3
205,15,F,2,12,58,38,Cool,3
206,15,F,0.25,NA,49,37,Cool,NA
207,15,F,0.021,NA,43,42,Cool,NA
208,15,F,0.25,8,35,23,Cool,2
209,16,F,0.25,18,50,40,Cool,5
211,15,M,0.25,11,45,41,Cool,2
212,15,M,0.25,NA,39,39.06,Cool,NA
213,15,F,0,10,48.6,28,Cool,5
214,15,M,3.5,20,56,47,Cool,5
215,15,M,1,12,49,46,Cool,3
216,16,M,0.5,NA,33,25,Cool,NA
217,15,F,1,12,47,30,Cool,3
218,15,F,0,NA,43,31,Cool,NA
219,15,F,1,13,37,41,Cool,4
220,15,F,0.042,14,48,34,Cool,5
221,15,F,0,12,46,26,Cool,3
222,14,M,4,19,45,35,Cool,4
223,15,M,0.021,NA,38,32,Cool,NA
224,15,M,0,NA,43,37,Cool,NA
225,15,F,1.75,8,50,36,Cool,4
226,15,F,1,12,52,30,Cool,3
227,15,F,1,12,42,31,Cool,3
234,14,M,0.25,NA,53,35,Cool,NA
235,14,M,1,NA,43,39,Cool,NA
236,14,M,NA,16,43,38,Cool,5
237,14,M,NA,12,45,44,Cool,3
238,14,M,0.25,12,39,24.52,Cool,3
239,14,M,1,NA,31,25,Cool,NA
241,14,F,0.25,NA,41,33,Cool,NA
242,14,F,1,12,44,36,Cool,3
243,14,F,0.5,4,49,36,Cool,1
244,14,M,0.25,NA,36,29,Cool,NA
245,14,M,0.021,8,37,37,Cool,2
246,14,M,7,20,50,52,Cool,5
247,14,F,7,12,40,33,Cool,3
248,14,M,1,14,49,31,Cool,4
249,14,M,0.25,12,50,39,Cool,3
250,14,F,4,9,42,27,Cool,3
251,14,F,3,10,49,35,Cool,2
252,13,F,0,12,49,33,Cool,3
253,14,F,7,8,57,29,Cool,2
255,14,F,7,12,48,38,Cool,3
256,14,F,0.25,10,41,34,Cool,3
257,14,F,1,NA,37,36,Cool,NA
258,14,F,NA,16,54,41,Cool,4
264,16,M,0,4,45,38,Cool,1
272,15,F,7,14,47.08,32,Cool,3
273,15,M,1.14,12,33,21,Cool,3
274,15,M,3,4,40,37,Cool,1
275,15,F,1,12,42,36,Cool,3
276,15,F,1,NA,46,34,Cool,NA
277,15,M,0,12,45,45,Cool,3
279,15,F,0,NA,32,36,Cool,NA
280,15,F,0.125,12,41,19,Cool,3
281,16,F,2.33,16,40,31,Cool,4
282,16,F,0.083,11,43,35,Cool,5
283,17,F,0.5,9,43,23,Cool,3
284,18,M,0.019,9,54,31.06,Cool,2
285,15,F,0,NA,43,39,Cool,NA
286,15,M,0.25,NA,40,30,Cool,NA
287,16,F,1,19,47,38,Cool,5
288,16,F,0.5,11,39,30,Cool,5
289,15,F,3,NA,34,28,Cool,NA
290,15,F,0.75,12,51,39,Cool,3
291,15,F,0,4,39,34,Cool,1
292,15,F,0,NA,33,28,Cool,NA
293,15,F,2,12,47,38,Cool,3
294,15,F,1,13,41,40,Cool,3
295,15,F,1,9,46,27,Cool,3
296,16,M,NA,NA,35,28,Cool,NA
314,14,F,0.5,10,43,33,Cool,2
316,13,F,1,NA,35,28.06,Cool,NA
318,15,F,0,12,48,39.47,Cool,3
319,14,F,0.5,8,46,31,Cool,2
320,14,F,7,12,39,24,Cool,3
321,14,F,NA,15,55,49,Cool,4
322,14,F,1.25,15,52,30,Cool,2
324,14,F,14,16,49,34,Cool,4
325,14,F,0.25,4,41,32,Cool,1
326,14,M,0,NA,54,30,Cool,NA
327,14,M,0.25,12,38,44,Cool,3
328,14,F,7,10,53,35,Cool,4
329,14,M,1,12,42,24,Cool,3
330,14,F,NA,9,41,32,Cool,2
331,14,M,0.019,20,51,45,Cool,5
332,14,F,0.25,NA,50,24,Cool,NA
338,13,F,0.25,8,44,14,Cool,2
339,13,F,0.019,NA,43,17,Cool,NA
340,13,M,1,11,43,36,Cool,4
341,13,M,1,12,42,41,Cool,3
342,13,M,0,NA,36,20,Cool,NA
343,12,F,0,14,44,31,Cool,4
344,12,F,0,NA,41,29,Cool,NA
345,13,F,0,8,45,26,Cool,2
347,12,F,0.5,12,53,47,Cool,3
348,13,F,7,NA,42,33,Cool,NA
349,13,F,0.25,12,44,29,Cool,3
350,13,F,2,12,35,22,Cool,3
351,13,M,0.25,NA,32,25,Cool,NA
352,13,M,0.25,NA,45,16,Cool,NA
353,15,M,2,NA,40.08,37,Cool,NA
355,15,F,NA,8,38,25,Cool,2
356,13,F,NA,8,36,23,Cool,2
357,13,F,1,10,39,22,Cool,2
361,13,M,2,17,51,51,Cool,5
362,13,M,0.25,NA,44,40,Cool,NA
367,16,F,0,16,37,30,Cool,3
368,14,M,7,NA,36,36,Cool,NA
369,13,F,0.25,NA,38,29,Cool,NA
371,13,F,0.5,NA,50,33.99,Cool,NA
372,14,F,0.25,10,47,26,Cool,3
373,13,M,0.33,8,42,34,Cool,2
375,14,M,0.019,17,48,41.39,Cool,5
376,14,M,0.25,13,42,42,Cool,4
377,14,M,NA,12,39,33,Cool,3
378,14,M,0,12,37,36,Cool,3
379,14,M,1,20,47,37,Cool,5
380,14,M,NA,14,46,30,Cool,4
381,14,F,2,12,44,36,Cool,3
383,14,F,0.5,12,37,36,Cool,3
385,16,M,1,16,45,38,Cool,5
388,15,F,3.5,16,44,42,Cool,4
